,ID,Airports,Periods,TotalFlights_3,TotalPassengers_12,EuropeTotal_22,Africa_26,America_32,Asia_36,Oceania_40,OtherUnknown_41,TotalCargo_43,TotalUnloadedCargo_46,TotalLoadedCargo_49,TotalMail_74,TotalUnloadedMail_77,TotalLoadedMail_80,Passengers_flight
1046,1364,Eindhoven,2008MM01,1096,102144,101064,1080,0,0,0,0,45,0,45,0,0,0,"93,19708029"
1047,1365,Eindhoven,2008MM02,1102,107895,106573,1321,0,0,0,0,44,0,44,0,0,0,"97,90834846"
1048,1366,Eindhoven,2008MM03,1187,126272,125041,1231,0,0,0,0,50,0,50,0,0,0,"106,379107"
1049,1368,Eindhoven,2008MM04,1228,130204,130204,0,0,0,0,0,58,1,56,0,0,0,"106,029316"
1050,1369,Eindhoven,2008MM05,1350,168148,168026,0,0,122,0,0,108,3,104,0,0,0,"124,5540741"
1051,1370,Eindhoven,2008MM06,1370,159518,159518,0,0,0,0,0,54,8,45,0,0,0,"116,4364964"
1052,1372,Eindhoven,2008MM07,1380,176308,176308,0,0,0,0,0,50,11,39,0,0,0,"127,7594203"
1053,1373,Eindhoven,2008MM08,1259,169222,169222,0,0,0,0,0,43,12,31,0,0,0,"134,4098491"
1054,1374,Eindhoven,2008MM09,1352,158891,158465,0,0,426,0,0,43,8,36,0,0,0,"117,522929"
1055,1376,Eindhoven,2008MM10,1367,162130,161720,0,0,410,0,0,51,9,43,0,0,0,"118,6027798"
1056,1377,Eindhoven,2008MM11,929,106323,106012,0,0,311,0,0,34,4,31,0,0,0,"114,4488698"
1057,1378,Eindhoven,2008MM12,871,99362,99362,0,0,0,0,0,84,51,32,0,0,0,"114,0780712"
1058,1380,Eindhoven,2008JJ00,14491,1666417,1661515,3632,0,1269,0,0,663,108,555,0,0,0,"114,9966876"
1059,1381,Eindhoven,2009MM01,855,90493,90493,0,0,0,0,0,36,6,30,0,0,0,"105,8397661"
1060,1382,Eindhoven,2009MM02,828,99373,99373,0,0,0,0,0,32,4,27,0,0,0,"120,0157005"
1061,1383,Eindhoven,2009MM03,936,112728,112728,0,0,0,0,0,93,6,87,0,0,0,"120,4358974"
1062,1385,Eindhoven,2009MM04,1006,129572,129572,0,0,0,0,0,79,3,77,0,0,0,"128,7992048"
1063,1386,Eindhoven,2009MM05,1171,156447,156447,0,0,0,0,0,16,1,15,0,0,0,"133,6011956"
1064,1387,Eindhoven,2009MM06,1177,155013,154770,0,0,243,0,0,41,4,37,0,0,0,"131,7017842"
1065,1389,Eindhoven,2009MM07,1301,180926,180319,0,189,418,0,0,346,71,274,0,0,0,"139,0668716"
1066,1390,Eindhoven,2009MM08,1303,191063,190994,0,0,69,0,0,72,4,68,0,0,0,"146,6331543"
1067,1391,Eindhoven,2009MM09,1333,179745,179693,52,0,0,0,0,91,3,87,0,0,0,"134,8424606"
1068,1393,Eindhoven,2009MM10,1301,175596,175596,0,0,0,0,0,90,5,85,0,0,0,"134,9700231"
1069,1394,Eindhoven,2009MM11,1136,139322,139322,0,0,0,0,0,113,6,107,0,0,0,"122,6426056"
1070,1395,Eindhoven,2009MM12,1085,128775,128775,0,0,0,0,0,22,2,20,0,0,0,"118,6866359"
1071,1397,Eindhoven,2009JJ00,13432,1739053,1738082,52,189,730,0,0,1031,116,915,0,0,0,"129,4708904"
1072,1398,Eindhoven,2010MM01,1077,111396,111231,165,0,0,0,0,17,7,10,0,0,0,"103,4317549"
1073,1399,Eindhoven,2010MM02,1064,122333,122333,0,0,0,0,0,19,4,14,0,0,0,"114,9746241"
1074,1400,Eindhoven,2010MM03,1180,146181,146181,0,0,0,0,0,87,8,79,0,0,0,"123,8822034"
1075,1402,Eindhoven,2010MM04,1090,138095,138095,0,0,0,0,0,22,5,17,0,0,0,"126,6926606"
1076,1403,Eindhoven,2010MM05,1558,215232,215232,0,0,0,0,0,0,0,0,0,0,0,"138,1463415"
1077,1404,Eindhoven,2010MM06,1493,203811,203811,0,0,0,0,0,0,0,0,0,0,0,"136,5110516"
1078,1406,Eindhoven,2010MM07,1629,234520,234520,0,0,0,0,0,63,0,63,0,0,0,"143,9656231"
1079,1407,Eindhoven,2010MM08,1721,258180,258180,0,0,0,0,0,63,0,63,0,0,0,"150,0174317"
1080,1408,Eindhoven,2010MM09,1602,227950,227905,0,0,0,0,0,0,0,0,0,0,0,"142,2908864"
1081,1410,Eindhoven,2010MM10,1557,225069,225069,0,0,0,0,0,0,0,0,0,0,0,"144,5529865"
1082,1411,Eindhoven,2010MM11,1140,152368,152368,0,0,0,0,0,62,0,62,0,0,0,"133,6561404"
1083,1412,Eindhoven,2010MM12,1133,147648,147408,0,240,0,0,0,19,0,19,0,0,0,"130,3159753"
1084,1414,Eindhoven,2010JJ00,16244,2182783,2182333,165,240,0,0,0,351,24,326,0,0,0,"134,374723"
1085,1415,Eindhoven,2011MM01,1232,142884,142884,0,0,0,0,0,0,0,0,0,0,0,"115,9772727"
1086,1416,Eindhoven,2011MM02,1079,133658,133658,0,0,0,0,0,0,0,0,0,0,0,"123,8721038"
1087,1417,Eindhoven,2011MM03,1258,167750,167750,0,0,0,0,0,0,0,0,0,0,0,"133,3465819"
1088,1419,Eindhoven,2011MM04,1642,228844,228844,0,0,0,0,0,0,0,0,0,0,0,"139,3690621"
1089,1420,Eindhoven,2011MM05,2037,275801,275801,0,0,0,0,0,0,0,0,0,0,0,"135,3956799"
1090,1421,Eindhoven,2011MM06,1919,257143,256933,183,0,0,0,0,0,0,0,0,0,0,"133,9984367"
1091,1423,Eindhoven,2011MM07,2022,292858,291720,1138,0,0,0,0,0,0,0,0,0,0,"144,8358061"
1092,1424,Eindhoven,2011MM08,2037,296529,296010,519,0,0,0,0,0,0,0,0,0,0,"145,5714286"
1093,1425,Eindhoven,2011MM09,1938,271311,271311,0,0,0,0,0,0,0,0,0,0,0,"139,995356"
1094,1427,Eindhoven,2011MM10,1892,264018,263461,365,0,192,0,0,0,0,0,0,0,0,"139,5443975"
1095,1428,Eindhoven,2011MM11,1260,162061,159768,2293,0,0,0,0,0,0,0,0,0,0,"128,6198413"
1096,1429,Eindhoven,2011MM12,1364,171221,168667,2554,0,0,0,0,0,0,0,0,0,0,"125,5285924"
1097,1431,Eindhoven,2011JJ00,19680,2664078,2656807,7052,0,192,0,0,0,0,0,0,0,0,"135,3698171"
1098,1432,Eindhoven,2012MM01,1480,168756,165981,2775,0,0,0,0,0,0,0,0,0,0,"114,0243243"
1099,1433,Eindhoven,2012MM02,1396,169767,167127,2640,0,0,0,0,0,0,0,0,0,0,"121,6095989"
1100,1434,Eindhoven,2012MM03,1623,203430,200295,3135,0,0,0,0,0,0,0,0,0,0,"125,3419593"
1101,1436,Eindhoven,2012MM04,1925,259863,256629,3234,0,0,0,0,0,0,0,0,0,0,"134,9937662"
1102,1437,Eindhoven,2012MM05,2239,301954,298751,3203,0,0,0,0,0,0,0,0,0,0,"134,8610987"
1103,1438,Eindhoven,2012MM06,2153,288737,286079,2658,0,0,0,0,0,0,0,0,0,0,"134,10915"
1104,1440,Eindhoven,2012MM07,2302,334961,331895,3066,0,0,0,0,0,0,0,0,0,0,"145,5086881"
1105,1441,Eindhoven,2012MM08,2249,325367,322338,3029,0,0,0,0,0,0,0,0,0,0,"144,6718542"
1106,1442,Eindhoven,2012MM09,2141,292550,289452,3098,0,0,0,0,0,0,0,0,0,0,"136,6417562"
1107,1444,Eindhoven,2012MM10,2119,288342,285523,2819,0,0,0,0,0,0,0,0,0,0,"136,0745635"
1108,1445,Eindhoven,2012MM11,1413,184715,182136,2579,0,0,0,0,0,0,0,0,0,0,"130,7254069"
1109,1446,Eindhoven,2012MM12,1410,186496,184046,2450,0,0,0,0,0,0,0,0,0,0,"132,2666667"
1110,1448,Eindhoven,2012JJ00,22450,3004938,2970252,34686,0,0,0,0,0,0,0,0,0,0,"133,850245"
1111,1449,Eindhoven,2013MM01,1596,177554,174984,2570,0,0,0,0,0,0,0,0,0,0,"111,2493734"
1112,1450,Eindhoven,2013MM02,1477,185145,182398,2747,0,0,0,0,0,0,0,0,0,0,"125,352065"
1113,1451,Eindhoven,2013MM03,1840,234218,230808,3410,0,0,0,0,0,0,0,0,0,0,"127,2923913"
1114,1453,Eindhoven,2013MM04,2074,286436,278862,7574,0,0,0,0,0,0,0,0,0,0,"138,1080039"
1115,1454,Eindhoven,2013MM05,2417,342948,334689,8259,0,0,0,0,0,0,0,0,0,0,"141,8899462"
1116,1455,Eindhoven,2013MM06,2324,329938,322829,7109,0,0,0,0,0,0,0,0,0,0,"141,9698795"
1117,1457,Eindhoven,2013MM07,2471,372682,364642,8040,0,0,0,0,0,0,0,0,0,0,"150,8223391"
1118,1458,Eindhoven,2013MM08,2439,370304,361368,8936,0,0,0,0,0,0,0,0,0,0,"151,8261583"
1119,1459,Eindhoven,2013MM09,2391,351005,342871,8134,0,0,0,0,0,0,0,0,0,0,"146,8025931"
1120,1461,Eindhoven,2013MM10,2312,338783,329788,8995,0,0,0,0,0,0,0,0,0,0,"146,5324394"
1121,1462,Eindhoven,2013MM11,1650,223320,217027,6293,0,0,0,0,0,0,0,0,0,0,"135,3454545"
1122,1463,Eindhoven,2013MM12,1602,213152,206433,6719,0,0,0,0,0,0,0,0,0,0,"133,0536829"
1123,1465,Eindhoven,2013JJ00,24593,3425485,3346699,78786,0,0,0,0,0,0,0,0,0,0,"139,2869922"
1124,1466,Eindhoven,2014MM01,1787,210766,204498,6268,0,0,0,0,0,0,0,0,0,0,"117,9440403"
1125,1467,Eindhoven,2014MM02,1628,212377,205962,6415,0,0,0,0,0,0,0,0,0,0,"130,4527027"
1126,1468,Eindhoven,2014MM03,1898,259430,252568,6862,0,0,0,0,0,0,0,0,0,0,"136,6859852"
1127,1470,Eindhoven,2014MM04,2338,345746,339890,5856,0,0,0,0,0,0,0,0,0,0,"147,881095"
1128,1471,Eindhoven,2014MM05,2743,412805,406415,6390,0,0,0,0,0,0,0,0,0,0,"150,4939847"
1129,1472,Eindhoven,2014MM06,2635,395700,390107,5593,0,0,0,0,0,0,0,0,0,0,"150,170778"
1130,1474,Eindhoven,2014MM07,2682,413599,408873,4726,0,0,0,0,0,0,0,0,0,0,"154,2129008"
1131,1475,Eindhoven,2014MM08,2720,434612,427071,7541,0,0,0,0,0,0,0,0,0,0,"159,7838235"
1132,1476,Eindhoven,2014MM09,2618,392699,386444,6255,0,0,0,0,0,0,0,0,0,0,"149,999618"
1133,1478,Eindhoven,2014MM10,2535,382483,375488,6995,0,0,0,0,0,0,0,0,0,0,"150,8808679"
1134,1479,Eindhoven,2014MM11,1702,249652,238022,11630,0,0,0,0,0,0,0,0,0,0,"146,6815511"
1135,1480,Eindhoven,2014MM12,1737,246495,237270,9225,0,0,0,0,0,0,0,0,0,0,"141,9084629"
1136,1482,Eindhoven,2014JJ00,27023,3956364,3872608,83756,0,0,0,0,0,0,0,0,0,0,"146,4072827"
1137,1483,Eindhoven,2015MM01,1844,247187,236407,10545,235,0,0,0,0,0,0,0,0,0,"134,0493492"
1138,1484,Eindhoven,2015MM02,1794,255091,245053,10038,0,0,0,0,0,0,0,0,0,0,"142,1911929"
1139,1485,Eindhoven,2015MM03,2200,313992,302797,11195,0,0,0,0,0,0,0,0,0,0,"142,7236364"
1140,1487,Eindhoven,2015MM04,2536,386044,374599,11445,0,0,0,0,0,0,0,0,0,0,"152,2255521"
1141,1488,Eindhoven,2015MM05,2835,446497,437592,8905,0,0,0,0,0,0,0,0,0,0,"157,4945326"
1142,1489,Eindhoven,2015MM06,2752,426021,418175,7846,0,0,0,0,0,0,0,0,0,0,"154,8041424"
1143,1491,Eindhoven,2015MM07,2855,447582,440220,7362,0,0,0,0,0,0,0,0,0,0,"156,7712785"
1144,1492,Eindhoven,2015MM08,2851,458138,449825,8313,0,0,0,0,0,0,0,0,0,0,"160,6937917"
1145,1493,Eindhoven,2015MM09,2741,428748,420171,8577,0,0,0,0,0,0,0,0,0,0,"156,4202846"
1146,1495,Eindhoven,2015MM10,2708,421488,412545,8943,0,0,0,0,0,0,0,0,0,0,"155,6454948"
1147,1496,Eindhoven,2015MM11,1833,270990,260291,10699,0,0,0,0,0,0,0,0,0,0,"147,8396072"
1148,1497,Eindhoven,2015MM12,1886,272104,262153,9951,0,0,0,0,0,0,0,0,0,0,"144,2757158"
1149,1499,Eindhoven,2015JJ00,28835,4373882,4259828,113819,235,0,0,0,0,0,0,0,0,0,"151,6865615"
1150,1500,Eindhoven,2016MM01,1970,277796,269391,8405,0,0,0,0,0,0,0,0,0,0,"141,013198"
1151,1501,Eindhoven,2016MM02,1983,294491,285783,8708,0,0,0,0,0,0,0,0,0,0,"148,5078164"
1152,1502,Eindhoven,2016MM03,2402,358055,350453,7602,0,0,0,0,0,0,0,0,0,0,"149,0653622"
1153,1504,Eindhoven,2016MM04,2780,428556,420237,8319,0,0,0,0,0,0,0,0,0,0,"154,1568345"
1154,1505,Eindhoven,2016MM05,2945,453348,444217,9131,0,0,0,0,0,0,0,0,0,0,"153,9382003"
1155,1506,Eindhoven,2016MM06,1542,231727,227713,4014,0,0,0,0,0,0,0,0,0,0,"150,2769131"
1156,1508,Eindhoven,2016MM07,3171,507699,499627,8072,0,0,0,0,0,0,0,0,0,0,"160,1069063"
1157,1509,Eindhoven,2016MM08,3157,516581,507733,8848,0,0,0,0,0,0,0,0,0,0,"163,6303453"
1158,1510,Eindhoven,2016MM09,3192,507109,498764,8345,0,0,0,0,0,0,0,0,0,0,"158,8687343"
1159,1512,Eindhoven,2016MM10,3096,490112,480715,9397,0,0,0,0,0,0,0,0,0,0,"158,3049096"
1160,1513,Eindhoven,2016MM11,2340,359269,347837,11432,0,0,0,0,0,0,0,0,0,0,"153,5337607"
1161,1514,Eindhoven,2016MM12,2332,355454,342494,12960,0,0,0,0,0,0,0,0,0,0,"152,4245283"
1162,1516,Eindhoven,2016JJ00,30910,4780197,4674964,105233,0,0,0,0,0,0,0,0,0,0,"154,6488839"
1163,1517,Eindhoven,2017MM01,2394,349354,336557,12797,0,0,0,0,0,0,0,0,0,0,"145,9289891"
1164,1518,Eindhoven,2017MM02,2241,347522,336189,11333,0,0,0,0,0,0,0,0,0,0,"155,0745203"
1165,1519,Eindhoven,2017MM03,2660,416705,403856,12849,0,0,0,0,0,0,0,0,0,0,"156,656015"
1166,1521,Eindhoven,2017MM04,3059,503029,490799,12230,0,0,0,0,0,0,0,0,0,0,"164,4423014"
1167,1522,Eindhoven,2017MM05,3302,544797,533251,11546,0,0,0,0,0,0,0,0,0,0,"164,9900061"
1168,1523,Eindhoven,2017MM06,3233,532103,522645,9458,0,0,0,0,0,0,0,0,0,0,"164,5849057"
1169,1525,Eindhoven,2017MM07,3332,567053,555499,11554,0,0,0,0,0,0,0,0,0,0,"170,1839736"
1170,1526,Eindhoven,2017MM08,3335,577120,563967,13153,0,0,0,0,0,0,0,0,0,0,"173,0494753"
1171,1527,Eindhoven,2017MM09,3267,553096,542224,10872,0,0,0,0,0,0,0,0,0,0,"169,2978268"
1172,1529,Eindhoven,2017MM10,3214,536736,524163,12573,0,0,0,0,0,0,0,0,0,0,"166,9993777"
1173,1530,Eindhoven,2017MM11,2499,401036,382674,16296,0,2066,0,0,0,0,0,0,0,0,"160,4785914"
1174,1531,Eindhoven,2017MM12,2393,372669,355774,14867,0,2028,0,0,0,0,0,0,0,0,"155,7329712"
1175,1533,Eindhoven,2017JJ00,34929,5701220,5547598,149528,0,4094,0,0,0,0,0,0,0,0,"163,2231097"
1176,1534,Eindhoven,2018MM01,2615,398089,381354,15413,0,1322,0,0,0,0,0,0,0,0,"152,2328872"
1177,1535,Eindhoven,2018MM02,2417,393080,375144,15816,0,2120,0,0,0,0,0,0,0,0,"162,6313612"
1178,1536,Eindhoven,2018MM03,2774,452090,431857,17469,0,2764,0,0,0,0,0,0,0,0,"162,9740447"
1179,1538,Eindhoven,2018MM04,3151,537248,513978,18921,0,4349,0,0,0,0,0,0,0,0,"170,5007934"
1180,1539,Eindhoven,2018MM05,3408,585787,562972,18412,0,4403,0,0,0,0,0,0,0,0,"171,8858568"
1181,1540,Eindhoven,2018MM06,3406,583746,562550,16779,0,4417,0,0,0,0,0,0,0,0,"171,3875514"
1182,1542,Eindhoven,2018MM07,3592,623708,598151,20916,0,4641,0,0,0,0,0,0,0,0,"173,6380846"
1183,1543,Eindhoven,2018MM08,3636,635624,606885,23688,0,5051,0,0,0,0,0,0,0,0,"174,8140814"
1184,1544,Eindhoven,2018MM09,3546,615201,589550,21825,0,3826,0,0,0,0,0,0,0,0,"173,4915398"
1185,1546,Eindhoven,2018MM10,3590,612905,585662,22505,0,4738,0,0,0,0,0,0,0,0,"170,7256267"
1186,1547,Eindhoven,2018MM11,2473,409628,383344,22370,0,3914,0,0,0,0,0,0,0,0,"165,6401132"
1187,1548,Eindhoven,2018MM12,2427,390649,366861,20926,0,2862,0,0,0,0,0,0,0,0,"160,9596209"
1188,1550,Eindhoven,2018JJ00,37035,6237755,5958308,235040,0,44407,0,0,0,0,0,0,0,0,"168,4286486"
1189,1551,Eindhoven,2019MM01,2579,400481,375089,22787,0,2605,0,0,0,0,0,0,0,0,"155,2853819"
1190,1552,Eindhoven,2019MM02,2417,404961,378663,23692,0,2606,0,0,0,0,0,0,0,0,"167,546959"
1191,1553,Eindhoven,2019MM03,2854,486336,454150,27731,0,4455,0,0,0,0,0,0,0,0,"170,4050456"
1192,1555,Eindhoven,2019MM04,3573,606490,575402,26496,0,4592,0,0,0,0,0,0,0,0,"169,7425133"
1193,1556,Eindhoven,2019MM05,3933,656099,631507,19296,0,5296,0,0,0,0,0,0,0,0,"166,8189677"
1194,1557,Eindhoven,2019MM06,3836,657648,628373,24218,0,5057,0,0,0,0,0,0,0,0,"171,4410845"
1195,1559,Eindhoven,2019MM07,3922,665638,633847,24770,0,7021,0,0,0,0,0,0,0,0,"169,7190209"
1196,1560,Eindhoven,2019MM08,3933,681093,648004,25981,0,7108,0,0,0,0,0,0,0,0,"173,173913"
1197,1561,Eindhoven,2019MM09,3913,672355,641495,25638,0,5222,0,0,0,0,0,0,0,0,"171,8259647"
1198,1563,Eindhoven,2019MM10,3870,662238,630181,27795,0,4262,0,0,0,0,0,0,0,0,"171,1209302"
1199,1564,Eindhoven,2019MM11,2641,446930,417528,25165,0,4237,0,0,0,0,0,0,0,0,"169,2275653"
1200,1565,Eindhoven,2019MM12,2738,440506,413878,22613,0,4015,0,0,0,0,0,0,0,0,"160,8860482"
1201,1567,Eindhoven,2019JJ00,40209,6780775,6428117,296182,0,56476,0,0,0,0,0,0,0,0,"168,6382402"
1202,1568,Eindhoven,2020MM01,2554,400991,375641,22934,0,2416,0,0,0,0,0,0,0,0,"157,0050901"
1203,1569,Eindhoven,2020MM02,2649,438828,410047,25256,0,3525,0,0,0,0,0,0,0,0,"165,6579841"
1204,1570,Eindhoven,2020MM03,1888,225071,210026,13812,0,1233,0,0,0,0,0,0,0,0,"119,2113347"
1205,1572,Eindhoven,2020MM04,148,7732,7732,0,0,0,0,0,0,0,0,0,0,0,"52,24324324"
1206,1573,Eindhoven,2020MM05,178,12108,12108,0,0,0,0,0,0,0,0,0,0,0,"68,02247191"
1207,1574,Eindhoven,2020MM06,565,46774,46774,0,0,0,0,0,0,0,0,0,0,0,"82,78584071"
1208,1576,Eindhoven,2020MM07,2292,257515,257515,0,0,0,0,0,0,0,0,0,0,0,"112,3538394"
1209,1577,Eindhoven,2020MM08,2713,295053,295053,0,0,0,0,0,0,0,0,0,0,0,"108,7552525"
1210,1578,Eindhoven,2020MM09,1947,171375,171375,0,0,0,0,0,0,0,0,0,0,0,"88,02003082"
1211,1580,Eindhoven,2020MM10,1451,133057,133057,0,0,0,0,0,0,0,0,0,0,0,"91,70020675"
1212,1581,Eindhoven,2020MM11,721,57737,57737,0,0,0,0,0,0,0,0,0,0,0,"80,07905687"
1213,1582,Eindhoven,2020MM12,769,66544,66544,0,0,0,0,0,0,0,0,0,0,0,"86,53315995"
1214,1584,Eindhoven,2020JJ00,17875,2112785,2043609,62002,0,7174,0,0,0,0,0,0,0,0,"118,1977622"
1215,1585,Eindhoven,2021MM01,572,36128,36128,0,0,0,0,0,0,0,0,0,0,0,"63,16083916"
1216,1586,Eindhoven,2021MM02,169,11314,10985,329,0,0,0,0,0,0,0,0,0,0,"66,94674556"
1217,1587,Eindhoven,2021MM03,226,16000,16000,0,0,0,0,0,0,0,0,0,0,0,"70,79646018"
1218,1589,Eindhoven,2021MM04,373,27805,27805,0,0,0,0,0,0,0,0,0,0,0,"74,54423592"
1219,1590,Eindhoven,2021MM05,562,51798,51798,0,0,0,0,0,0,0,0,0,0,0,"92,16725979"
1220,1591,Eindhoven,2021MM06,1428,147608,142960,4648,0,0,0,0,0,0,0,0,0,0,"103,3669468"
1221,1593,Eindhoven,2021MM07,2779,344808,328995,15813,0,0,0,0,0,0,0,0,0,0,"124,0762864"
1222,1594,Eindhoven,2021MM08,3245,481576,460773,20803,0,0,0,0,0,0,0,0,0,0,"148,405547"
1223,1595,Eindhoven,2021MM09,3112,453527,440601,12926,0,0,0,0,0,0,0,0,0,0,"145,7348972"
1224,1597,Eindhoven,2021MM10,3097,479966,470038,9928,0,0,0,0,0,0,0,0,0,0,"154,9777204"
1225,1598,Eindhoven,2021MM11,2390,341640,341299,341,0,0,0,0,0,0,0,0,0,0,"142,9456067"
1226,1599,Eindhoven,2021MM12,2571,306254,305997,0,0,257,0,0,0,0,0,0,0,0,"119,1186309"
1227,1601,Eindhoven,2021JJ00,20524,2698424,2633379,64788,0,257,0,0,0,0,0,0,0,0,"131,4765153"
1228,1602,Eindhoven,2022MM01,2133,275066,275066,0,0,0,0,0,0,0,0,0,0,0,"128,9573371"
1229,1603,Eindhoven,2022MM02,2151,309283,305034,4018,0,231,0,0,0,0,0,0,0,0,"143,7856811"
1230,1604,Eindhoven,2022MM03,2700,401775,393052,8723,0,0,0,0,0,0,0,0,0,0,"148,8055556"
1231,1606,Eindhoven,2022MM04,3390,546389,536542,9847,0,0,0,0,0,0,0,0,0,0,"161,1766962"
1232,1607,Eindhoven,2022MM05,3768,619540,604536,15004,0,0,0,0,0,0,0,0,0,0,"164,4214437"
1233,1608,Eindhoven,2022MM06,3724,631700,615365,16335,0,0,0,0,0,0,0,0,0,0,"169,6294307"
1234,1610,Eindhoven,2022MM07,3909,662646,643419,19227,0,0,0,0,0,0,0,0,0,0,"169,5180353"
1235,1611,Eindhoven,2022MM08,3948,678848,659980,18837,31,0,0,0,0,0,0,0,0,0,"171,9473151"
1236,1612,Maastricht Aachen,1997JJ00,9072,231908,230447,0,0,0,0,1461,33261,15688,17573,       .,       .,       .,"25,56305115"
1237,1613,Maastricht Aachen,1998JJ00,8679,240657,239615,0,0,0,0,1042,27999,11660,16339,       .,       .,       .,"27,72865538"
1238,1614,Maastricht Aachen,1999MM01,693,12241,12192,0,0,0,0,49,2300,1414,886,       .,       .,       .,"17,66378066"
1239,1615,Maastricht Aachen,1999MM02,657,13813,13637,0,0,0,0,176,2681,1405,1276,       .,       .,       .,"21,02435312"
1240,1616,Maastricht Aachen,1999MM03,781,14769,14637,0,0,0,0,132,2817,1554,1263,       .,       .,       .,"18,91037132"
1241,1618,Maastricht Aachen,1999MM04,753,16449,16080,0,0,0,0,369,2453,1328,1125,       .,       .,       .,"21,84462151"
1242,1619,Maastricht Aachen,1999MM05,925,30875,30631,0,0,0,0,244,2721,1532,1189,       .,       .,       .,"33,37837838"
1243,1620,Maastricht Aachen,1999MM06,977,32141,31966,0,0,0,0,175,2519,1424,1095,       .,       .,       .,"32,89764585"
1244,1622,Maastricht Aachen,1999MM07,966,39008,38850,0,0,0,0,158,2397,1131,1266,       .,       .,       .,"40,38095238"
1245,1623,Maastricht Aachen,1999MM08,958,37868,36879,0,0,0,0,989,2129,828,1301,       .,       .,       .,"39,52818372"
1246,1624,Maastricht Aachen,1999MM09,907,34732,34550,0,0,0,0,182,2515,1248,1267,       .,       .,       .,"38,29327453"
1247,1626,Maastricht Aachen,1999MM10,898,28371,28151,0,0,0,0,220,3214,1746,1468,       .,       .,       .,"31,5935412"
1248,1627,Maastricht Aachen,1999MM11,826,18469,17965,0,0,0,0,504,3955,1828,2127,       .,       .,       .,"22,35956416"
1249,1628,Maastricht Aachen,1999MM12,832,14552,13713,0,0,0,0,839,6328,3715,2613,       .,       .,       .,"17,49038462"
1250,1630,Maastricht Aachen,1999JJ00,10173,293288,289251,0,0,0,0,4037,36029,19153,16876,       .,       .,       .,"28,8300403"
1251,1631,Maastricht Aachen,2000MM01,783,16605,15672,933,0,0,0,0,4277,2597,1680,       .,       .,       .,"21,20689655"
1252,1632,Maastricht Aachen,2000MM02,890,16167,15544,623,0,0,0,0,5681,3385,2296,       .,       .,       .,"18,16516854"
1253,1633,Maastricht Aachen,2000MM03,952,20566,19343,1221,0,0,0,0,5278,3132,2146,       .,       .,       .,"21,60294118"
1254,1635,Maastricht Aachen,2000MM04,962,22148,21453,691,0,0,0,0,3548,1910,1638,       .,       .,       .,"23,02286902"
1255,1636,Maastricht Aachen,2000MM05,1256,41121,41116,0,0,0,0,0,2336,1086,1250,       .,       .,       .,"32,73964968"
1256,1637,Maastricht Aachen,2000MM06,1244,48246,48246,0,0,0,0,0,2440,1323,1117,       .,       .,       .,"38,7829582"
1257,1639,Maastricht Aachen,2000MM07,1251,51872,51870,2,0,0,0,0,2796,1380,1416,       .,       .,       .,"41,46442846"
1258,1640,Maastricht Aachen,2000MM08,1269,45354,45354,0,0,0,0,0,2904,1699,1205,       .,       .,       .,"35,73995272"
1259,1641,Maastricht Aachen,2000MM09,1188,45540,45540,0,0,0,0,0,2911,1525,1386,       .,       .,       .,"38,33333333"
1260,1643,Maastricht Aachen,2000MM10,1244,36927,36927,0,0,0,0,0,3464,1826,1638,       .,       .,       .,"29,6840836"
1261,1644,Maastricht Aachen,2000MM11,1133,20366,20359,0,0,0,0,0,4642,2897,1745,       .,       .,       .,"17,97528685"
1262,1645,Maastricht Aachen,2000MM12,1008,17984,17984,0,0,0,0,0,3991,2430,1561,       .,       .,       .,"17,84126984"
1263,1647,Maastricht Aachen,2000JJ00,13180,382896,379408,3470,0,1,0,0,44268,25189,19079,       .,       .,       .,"29,05128983"
1264,1648,Maastricht Aachen,2001MM01,1241,19298,19298,0,0,0,0,0,2270,1115,1155,       .,       .,       .,"15,55036261"
1265,1649,Maastricht Aachen,2001MM02,1085,18992,18987,3,0,0,0,0,2600,1273,1328,       .,       .,       .,"17,50414747"
1266,1650,Maastricht Aachen,2001MM03,1169,22564,22562,0,0,0,0,0,2879,1613,1266,       .,       .,       .,"19,30196749"
1267,1652,Maastricht Aachen,2001MM04,949,22536,22536,0,0,0,0,0,3353,2176,1178,       .,       .,       .,"23,74710221"
1268,1653,Maastricht Aachen,2001MM05,1138,40072,40046,0,0,0,0,0,3184,1847,1337,       .,       .,       .,"35,21265378"
1269,1654,Maastricht Aachen,2001MM06,1092,41049,41049,0,0,0,0,0,2605,1460,1146,       .,       .,       .,"37,59065934"
1270,1656,Maastricht Aachen,2001MM07,1157,45029,45027,0,0,0,0,0,2178,1082,1096,       .,       .,       .,"38,9187554"
1271,1657,Maastricht Aachen,2001MM08,1134,42178,42178,0,0,0,0,0,2039,1181,858,       .,       .,       .,"37,19400353"
1272,1658,Maastricht Aachen,2001MM09,1099,40793,40786,0,0,0,0,0,2643,1532,1111,       .,       .,       .,"37,11828935"
1273,1660,Maastricht Aachen,2001MM10,1130,35838,35838,0,0,0,0,0,3513,2150,1364,       .,       .,       .,"31,71504425"
1274,1661,Maastricht Aachen,2001MM11,771,17534,17288,246,0,0,0,0,3174,1852,1322,       .,       .,       .,"22,74189364"
