,ID,Airports,Periods,TotalFlights_3,TotalPassengers_12,EuropeTotal_22,Africa_26,America_32,Asia_36,Oceania_40,OtherUnknown_41,TotalCargo_43,TotalUnloadedCargo_46,TotalLoadedCargo_49,TotalMail_74,TotalUnloadedMail_77,TotalLoadedMail_80,Passengers_flight
815,1063,Rotterdam The Hague,2014MM01,1345,94277,92784,1422,0,71,0,0,1,0,1,0,0,0,"70,09442379"
816,1064,Rotterdam The Hague,2014MM02,1358,106528,104768,1760,0,0,0,0,17,0,17,0,0,0,"78,44477172"
817,1065,Rotterdam The Hague,2014MM03,1614,135230,132109,3121,0,0,0,0,3,1,2,0,0,0,"83,78562577"
818,1067,Rotterdam The Hague,2014MM04,1556,135401,131975,3426,0,0,0,0,7,2,5,0,0,0,"87,01863753"
819,1068,Rotterdam The Hague,2014MM05,1802,171860,169682,2178,0,0,0,0,8,3,5,0,0,0,"95,3718091"
820,1069,Rotterdam The Hague,2014MM06,1822,169860,169640,220,0,0,0,0,7,2,4,0,0,0,"93,22722283"
821,1071,Rotterdam The Hague,2014MM07,1725,147262,144796,2130,96,240,0,0,11,7,4,0,0,0,"85,36927536"
822,1072,Rotterdam The Hague,2014MM08,1581,153111,149026,2824,0,1261,0,0,6,2,4,0,0,0,"96,84440228"
823,1073,Rotterdam The Hague,2014MM09,1891,175449,173494,1955,0,0,0,0,9,5,4,0,0,0,"92,78106822"
824,1075,Rotterdam The Hague,2014MM10,1701,158138,156860,1278,0,0,0,0,10,6,4,0,0,0,"92,96766608"
825,1076,Rotterdam The Hague,2014MM11,1173,82604,82604,0,0,0,0,0,7,3,4,0,0,0,"70,42114237"
826,1077,Rotterdam The Hague,2014MM12,1222,95157,94708,449,0,0,0,0,6,2,4,0,0,0,"77,86988543"
827,1079,Rotterdam The Hague,2014JJ00,18790,1624877,1602446,20763,96,1572,0,0,91,33,58,0,0,0,"86,47562533"
828,1080,Rotterdam The Hague,2015MM01,1144,84735,84582,153,0,0,0,0,7,2,5,0,0,0,"74,06905594"
829,1081,Rotterdam The Hague,2015MM02,1263,102424,101790,634,0,0,0,0,5,2,3,0,0,0,"81,09580364"
830,1082,Rotterdam The Hague,2015MM03,1530,126737,125849,888,0,0,0,0,6,3,3,0,0,0,"82,83464052"
831,1084,Rotterdam The Hague,2015MM04,1629,134281,131289,2992,0,0,0,0,9,7,2,0,0,0,"82,4315531"
832,1085,Rotterdam The Hague,2015MM05,1958,190641,187591,3050,0,0,0,0,6,2,3,0,0,0,"97,36516854"
833,1086,Rotterdam The Hague,2015MM06,1991,180298,177952,2346,0,0,0,0,6,3,3,0,0,0,"90,55650427"
834,1088,Rotterdam The Hague,2015MM07,1781,155964,152700,3239,0,25,0,0,7,6,2,0,0,0,"87,57102751"
835,1089,Rotterdam The Hague,2015MM08,1688,163847,159100,4747,0,0,0,0,11,4,6,0,0,0,"97,06575829"
836,1090,Rotterdam The Hague,2015MM09,1950,178517,175359,3158,0,0,0,0,7,2,5,0,0,0,"91,54717949"
837,1092,Rotterdam The Hague,2015MM10,1738,152978,150170,2808,0,0,0,0,4,3,1,0,0,0,"88,01956272"
838,1093,Rotterdam The Hague,2015MM11,1223,85191,85191,0,0,0,0,0,6,4,3,0,0,0,"69,65739984"
839,1094,Rotterdam The Hague,2015MM12,1127,83770,83466,304,0,0,0,0,6,3,3,0,0,0,"74,33007986"
840,1096,Rotterdam The Hague,2015JJ00,19022,1639383,1615039,24319,0,25,0,0,80,41,39,0,0,0,"86,18352434"
841,1097,Rotterdam The Hague,2016MM01,1164,88519,87969,550,0,0,0,0,8,4,5,0,0,0,"76,04725086"
842,1098,Rotterdam The Hague,2016MM02,1399,106972,106516,456,0,0,0,0,8,5,3,0,0,0,"76,46318799"
843,1099,Rotterdam The Hague,2016MM03,1607,127991,127670,321,0,0,0,0,4,3,1,0,0,0,"79,64592408"
844,1101,Rotterdam The Hague,2016MM04,1646,138051,135060,2991,0,0,0,0,13,9,4,1,0,1,"83,87059538"
845,1102,Rotterdam The Hague,2016MM05,1909,184418,181699,2719,0,0,0,0,6,4,2,0,0,0,"96,60450498"
846,1103,Rotterdam The Hague,2016MM06,1867,176708,174172,2536,0,0,0,0,4,3,1,2,2,0,"94,64809855"
847,1105,Rotterdam The Hague,2016MM07,1765,162493,159890,2603,0,0,0,0,7,4,3,1,0,1,"92,06402266"
848,1106,Rotterdam The Hague,2016MM08,1723,161398,158747,2651,0,0,0,0,7,5,2,0,0,0,"93,67266396"
849,1107,Rotterdam The Hague,2016MM09,1872,168984,166351,2633,0,0,0,0,8,5,3,0,0,0,"90,26923077"
850,1109,Rotterdam The Hague,2016MM10,1718,142815,140076,2739,0,0,0,0,10,8,2,0,0,0,"83,12863795"
851,1110,Rotterdam The Hague,2016MM11,1213,93856,93806,50,0,0,0,0,0,0,0,0,0,0,"77,37510305"
852,1111,Rotterdam The Hague,2016MM12,1172,91788,91738,0,0,50,0,0,0,0,0,0,0,0,"78,31740614"
853,1113,Rotterdam The Hague,2016JJ00,19055,1643993,1623694,20249,0,50,0,0,77,49,27,5,2,3,"86,27620047"
854,1114,Rotterdam The Hague,2017MM01,1179,99803,99803,0,0,0,0,0,0,0,0,0,0,0,"84,65055131"
855,1115,Rotterdam The Hague,2017MM02,1167,100103,100034,68,0,1,0,0,1,0,1,0,0,0,"85,77806341"
856,1116,Rotterdam The Hague,2017MM03,1327,121428,121329,99,0,0,0,0,0,0,0,0,0,0,"91,50565185"
857,1118,Rotterdam The Hague,2017MM04,1434,153870,148860,5010,0,0,0,0,1,0,1,2,2,0,"107,3012552"
858,1119,Rotterdam The Hague,2017MM05,1718,190720,185839,4881,0,0,0,0,6,0,6,0,0,0,"111,0128056"
859,1120,Rotterdam The Hague,2017MM06,1597,186491,183160,3331,0,0,0,0,2,0,2,0,0,0,"116,7758297"
860,1122,Rotterdam The Hague,2017MM07,1575,193211,186801,6410,0,0,0,0,0,0,0,0,0,0,"122,6736508"
861,1123,Rotterdam The Hague,2017MM08,1564,195301,187308,7993,0,0,0,0,2,0,2,0,0,0,"124,8727621"
862,1124,Rotterdam The Hague,2017MM09,1536,188847,184290,4557,0,0,0,0,0,0,0,0,0,0,"122,9472656"
863,1126,Rotterdam The Hague,2017MM10,1473,157992,154210,3782,0,0,0,0,0,0,0,0,0,0,"107,2586558"
864,1127,Rotterdam The Hague,2017MM11,848,70941,67360,3215,310,56,0,0,0,0,0,0,0,0,"83,65683962"
865,1128,Rotterdam The Hague,2017MM12,852,73985,72207,1612,0,166,0,0,0,0,0,0,0,0,"86,83685446"
866,1130,Rotterdam The Hague,2017JJ00,16270,1732692,1691201,40958,310,223,0,0,12,0,12,2,2,0,"106,4961278"
867,1131,Rotterdam The Hague,2018MM01,988,89021,86830,1551,640,0,0,0,0,0,0,0,0,0,"90,10222672"
868,1132,Rotterdam The Hague,2018MM02,988,88493,87155,1338,0,0,0,0,0,0,0,0,0,0,"89,56781377"
869,1133,Rotterdam The Hague,2018MM03,1198,121533,119180,2160,0,193,0,0,0,0,0,0,0,0,"101,4465776"
870,1135,Rotterdam The Hague,2018MM04,1461,144208,139027,5181,0,0,0,0,0,0,0,0,0,0,"98,70499658"
871,1136,Rotterdam The Hague,2018MM05,1964,221150,216789,4361,0,0,0,0,0,0,0,0,0,0,"112,601833"
872,1137,Rotterdam The Hague,2018MM06,1921,217739,213558,4181,0,0,0,0,0,0,0,0,0,0,"113,3466944"
873,1139,Rotterdam The Hague,2018MM07,1897,230635,223614,6030,251,740,0,0,0,0,0,0,0,0,"121,5788086"
874,1140,Rotterdam The Hague,2018MM08,1864,232799,226649,5364,0,786,0,0,0,0,0,0,0,0,"124,8921674"
875,1141,Rotterdam The Hague,2018MM09,1879,223027,217909,4964,0,154,0,0,0,0,0,0,0,0,"118,6945184"
876,1143,Rotterdam The Hague,2018MM10,1763,193930,187049,6881,0,0,0,0,0,0,0,0,0,0,110
877,1144,Rotterdam The Hague,2018MM11,884,73245,69196,4049,0,0,0,0,0,0,0,0,0,0,"82,85633484"
878,1145,Rotterdam The Hague,2018MM12,808,72378,68617,3761,0,0,0,0,0,0,0,0,0,0,"89,57673267"
879,1147,Rotterdam The Hague,2018JJ00,17615,1908158,1855573,49821,891,1873,0,0,0,0,0,0,0,0,"108,3257451"
880,1148,Rotterdam The Hague,2019MM01,938,84056,79966,3614,0,476,0,0,0,0,0,0,0,0,"89,6119403"
881,1149,Rotterdam The Hague,2019MM02,978,95420,91161,4259,0,0,0,0,0,0,0,0,0,0,"97,56646217"
882,1150,Rotterdam The Hague,2019MM03,1286,137683,130992,6691,0,0,0,0,0,0,0,0,0,0,"107,062986"
883,1152,Rotterdam The Hague,2019MM04,1556,169142,159234,9908,0,0,0,0,0,0,0,0,0,0,"108,7030848"
884,1153,Rotterdam The Hague,2019MM05,2011,227437,221218,6219,0,0,0,0,0,0,0,0,0,0,"113,0964694"
885,1154,Rotterdam The Hague,2019MM06,1943,240069,231448,8621,0,0,0,0,0,0,0,0,0,0,"123,5558415"
886,1156,Rotterdam The Hague,2019MM07,2039,251074,238037,13037,0,0,0,0,0,0,0,0,0,0,"123,1358509"
887,1157,Rotterdam The Hague,2019MM08,2099,269858,252335,17358,0,165,0,0,0,0,0,0,0,0,"128,565031"
888,1158,Rotterdam The Hague,2019MM09,1997,240606,229982,10624,0,0,0,0,0,0,0,0,0,0,"120,4837256"
889,1160,Rotterdam The Hague,2019MM10,1771,198592,187377,11215,0,0,0,0,0,0,0,0,0,0,"112,1355167"
890,1161,Rotterdam The Hague,2019MM11,910,91748,83215,8533,0,0,0,0,0,0,0,0,0,0,"100,821978"
891,1162,Rotterdam The Hague,2019MM12,878,89113,81414,7699,0,0,0,0,0,0,0,0,0,0,"101,4954442"
892,1164,Rotterdam The Hague,2019JJ00,18406,2094798,1986379,107778,0,641,0,0,0,0,0,0,0,0,"113,8106052"
893,1165,Rotterdam The Hague,2020MM01,963,99080,90361,8719,0,0,0,0,0,0,0,0,0,0,"102,886812"
894,1166,Rotterdam The Hague,2020MM02,1031,104062,97069,6993,0,0,0,0,0,0,0,0,0,0,"100,9330747"
895,1167,Rotterdam The Hague,2020MM03,748,62870,57788,5082,0,0,0,0,0,0,0,0,0,0,"84,05080214"
896,1169,Rotterdam The Hague,2020MM04,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1170,Rotterdam The Hague,2020MM05,46,134,134,0,0,0,0,0,0,0,0,0,0,0,"2,913043478"
898,1171,Rotterdam The Hague,2020MM06,168,7971,7971,0,0,0,0,0,0,0,0,0,0,0,"47,44642857"
899,1173,Rotterdam The Hague,2020MM07,1032,78468,78468,0,0,0,0,0,0,0,0,0,0,0,"76,03488372"
900,1174,Rotterdam The Hague,2020MM08,1071,74047,74047,0,0,0,0,0,0,0,0,0,0,0,"69,13818861"
901,1175,Rotterdam The Hague,2020MM09,635,32047,31135,912,0,0,0,0,0,0,0,0,0,0,"50,46771654"
902,1177,Rotterdam The Hague,2020MM10,353,21811,19216,2595,0,0,0,0,0,0,0,0,0,0,"61,78753541"
903,1178,Rotterdam The Hague,2020MM11,134,4761,2365,2396,0,0,0,0,0,0,0,0,0,0,"35,52985075"
904,1179,Rotterdam The Hague,2020MM12,115,4590,325,4265,0,0,0,0,0,0,0,0,0,0,"39,91304348"
905,1181,Rotterdam The Hague,2020JJ00,6337,489841,458879,30962,0,0,0,0,0,0,0,0,0,0,"77,29856399"
906,1182,Rotterdam The Hague,2021MM01,181,3311,34,3277,0,0,0,0,0,0,0,0,0,0,"18,29281768"
907,1183,Rotterdam The Hague,2021MM02,144,2871,0,2871,0,0,0,0,0,0,0,0,0,0,"19,9375"
908,1184,Rotterdam The Hague,2021MM03,185,98,98,0,0,0,0,0,0,0,0,0,0,0,"0,52972973"
909,1186,Rotterdam The Hague,2021MM04,195,1945,1945,0,0,0,0,0,0,0,0,0,0,0,"9,974358974"
910,1187,Rotterdam The Hague,2021MM05,267,8912,8912,0,0,0,0,0,0,0,0,0,0,0,"33,37827715"
911,1188,Rotterdam The Hague,2021MM06,579,39309,33826,5483,0,0,0,0,0,0,0,0,0,0,"67,89119171"
912,1190,Rotterdam The Hague,2021MM07,1312,113882,98923,14959,0,0,0,0,0,0,0,0,0,0,"86,80030488"
913,1191,Rotterdam The Hague,2021MM08,1516,181957,164739,17218,0,0,0,0,0,0,0,0,0,0,"120,0244063"
914,1192,Rotterdam The Hague,2021MM09,1410,167169,158465,8616,0,88,0,0,0,0,0,0,0,0,"118,5595745"
915,1194,Rotterdam The Hague,2021MM10,1303,147368,141726,5642,0,0,0,0,0,0,0,0,0,0,"113,0990023"
916,1195,Rotterdam The Hague,2021MM11,674,48278,48278,0,0,0,0,0,0,0,0,0,0,0,"71,62908012"
917,1196,Rotterdam The Hague,2021MM12,541,40295,40295,0,0,0,0,0,0,0,0,0,0,0,"74,48243993"
918,1198,Rotterdam The Hague,2021JJ00,8307,755395,697241,58066,0,88,0,0,0,0,0,0,0,0,"90,93475382"
919,1199,Rotterdam The Hague,2022MM01,734,58903,58903,0,0,0,0,0,0,0,0,0,0,0,"80,2493188"
920,1200,Rotterdam The Hague,2022MM02,699,63510,62829,681,0,0,0,0,0,0,0,0,0,0,"90,8583691"
921,1201,Rotterdam The Hague,2022MM03,989,101163,96857,4306,0,0,0,0,0,0,0,0,0,0,"102,2881699"
922,1203,Rotterdam The Hague,2022MM04,1437,139308,135457,3813,38,0,0,0,0,0,0,0,0,0,"96,94363257"
923,1204,Rotterdam The Hague,2022MM05,1974,224714,214554,10160,0,0,0,0,0,0,0,0,0,0,"113,8368794"
924,1205,Rotterdam The Hague,2022MM06,1858,224069,211028,13041,0,0,0,0,0,0,0,0,0,0,"120,5968784"
925,1207,Rotterdam The Hague,2022MM07,2465,312468,286338,26130,0,0,0,0,0,0,0,0,0,0,"126,7618661"
926,1208,Rotterdam The Hague,2022MM08,2353,305371,279646,25725,0,0,0,0,0,0,0,0,0,0,"129,7794305"
927,1209,Eindhoven,1997JJ00,14511,268965,268951,0,0,0,0,14,253,21,232,       .,       .,       .,"18,53524912"
928,1210,Eindhoven,1998JJ00,13380,285208,285206,0,0,0,0,0,66,66,0,       .,       .,       .,"21,31599402"
929,1211,Eindhoven,1999MM01,991,16511,16331,0,0,0,0,180,26,0,26,       .,       .,       .,"16,66094854"
930,1212,Eindhoven,1999MM02,944,17315,17315,0,0,0,0,0,0,0,0,       .,       .,       .,"18,34216102"
931,1213,Eindhoven,1999MM03,1200,20933,20933,0,0,0,0,0,0,0,0,       .,       .,       .,"17,44416667"
932,1215,Eindhoven,1999MM04,1214,21391,21391,0,0,0,0,0,0,0,0,       .,       .,       .,"17,62026359"
933,1216,Eindhoven,1999MM05,1232,27936,27936,0,0,0,0,0,0,0,0,       .,       .,       .,"22,67532468"
934,1217,Eindhoven,1999MM06,1316,28770,28770,0,0,0,0,0,1,0,1,       .,       .,       .,"21,86170213"
935,1219,Eindhoven,1999MM07,1291,28296,27501,0,0,0,0,795,0,0,0,       .,       .,       .,"21,91789311"
936,1220,Eindhoven,1999MM08,1207,25783,25782,0,0,0,0,1,27,0,27,       .,       .,       .,"21,36122618"
937,1221,Eindhoven,1999MM09,1333,31621,31621,0,0,0,0,0,1,0,1,       .,       .,       .,"23,72168042"
938,1223,Eindhoven,1999MM10,1275,27241,27077,0,0,0,0,164,121,0,121,       .,       .,       .,"21,3654902"
939,1224,Eindhoven,1999MM11,1351,24221,24221,0,0,0,0,0,16,0,16,       .,       .,       .,"17,92820133"
940,1225,Eindhoven,1999MM12,1076,18276,18276,0,0,0,0,0,28,0,28,       .,       .,       .,"16,98513011"
941,1227,Eindhoven,1999JJ00,14430,288294,287154,0,0,0,0,1140,220,0,220,       .,       .,       .,"19,97879418"
942,1228,Eindhoven,2000MM01,1237,18799,18799,0,0,0,0,0,0,0,0,       .,       .,       .,"15,19725141"
943,1229,Eindhoven,2000MM02,1323,22568,22568,0,0,0,0,0,0,0,0,       .,       .,       .,"17,05820106"
944,1230,Eindhoven,2000MM03,1395,24254,24254,0,0,0,0,0,11,0,11,       .,       .,       .,"17,38637993"
945,1232,Eindhoven,2000MM04,1298,22562,22562,0,0,0,0,0,0,0,0,       .,       .,       .,"17,38212635"
946,1233,Eindhoven,2000MM05,1595,38513,38513,0,0,0,0,0,16,0,16,       .,       .,       .,"24,1460815"
947,1234,Eindhoven,2000MM06,1454,35472,35472,0,0,0,0,0,12,0,12,       .,       .,       .,"24,39614856"
948,1236,Eindhoven,2000MM07,1388,30039,30039,0,0,0,0,0,13,0,13,       .,       .,       .,"21,64193084"
949,1237,Eindhoven,2000MM08,1463,32147,32147,0,0,0,0,0,10,0,10,       .,       .,       .,"21,97334245"
950,1238,Eindhoven,2000MM09,1441,40756,40756,0,0,0,0,0,2,1,0,       .,       .,       .,"28,28313671"
951,1240,Eindhoven,2000MM10,1440,35307,35307,0,0,0,0,0,0,0,0,       .,       .,       .,"24,51875"
952,1241,Eindhoven,2000MM11,1237,23489,23489,0,0,0,0,0,0,0,0,       .,       .,       .,"18,9886823"
953,1242,Eindhoven,2000MM12,903,16700,16700,0,0,0,0,0,1,0,1,       .,       .,       .,"18,49390919"
954,1244,Eindhoven,2000JJ00,16174,340606,340606,0,0,0,0,0,65,2,63,       .,       .,       .,"21,0588599"
955,1245,Eindhoven,2001MM01,1158,19659,19659,0,0,0,0,0,0,0,0,       .,       .,       .,"16,97668394"
956,1246,Eindhoven,2001MM02,1077,20069,20069,0,0,0,0,0,0,0,0,       .,       .,       .,"18,63416899"
957,1247,Eindhoven,2001MM03,1240,23388,23388,0,0,0,0,0,0,0,0,       .,       .,       .,"18,86129032"
958,1249,Eindhoven,2001MM04,798,19367,19367,0,0,0,0,0,12,0,12,       .,       .,       .,"24,26942356"
959,1250,Eindhoven,2001MM05,901,32241,32241,0,0,0,0,0,20,0,20,       .,       .,       .,"35,78357381"
960,1251,Eindhoven,2001MM06,917,27761,27761,0,0,0,0,0,31,1,29,       .,       .,       .,"30,27371865"
961,1253,Eindhoven,2001MM07,933,26983,26525,0,458,0,0,0,26,0,26,       .,       .,       .,"28,92068596"
962,1254,Eindhoven,2001MM08,996,26097,26097,0,0,0,0,0,25,0,25,       .,       .,       .,"26,20180723"
963,1255,Eindhoven,2001MM09,958,29447,29447,0,0,0,0,0,21,0,21,       .,       .,       .,"30,73799582"
964,1257,Eindhoven,2001MM10,993,25727,25727,0,0,0,0,0,26,0,26,       .,       .,       .,"25,90835851"
965,1258,Eindhoven,2001MM11,803,16638,16638,0,0,0,0,0,24,0,24,       .,       .,       .,"20,71980075"
966,1259,Eindhoven,2001MM12,573,11140,11140,0,0,0,0,0,15,0,15,       .,       .,       .,"19,44153578"
967,1261,Eindhoven,2001JJ00,11347,278517,278059,0,458,0,0,0,198,1,197,       .,       .,       .,"24,54543051"
968,1262,Eindhoven,2002MM01,834,14251,14251,0,0,0,0,0,38,1,37,       .,       .,       .,"17,08752998"
969,1263,Eindhoven,2002MM02,776,16430,16430,0,0,0,0,0,34,6,29,       .,       .,       .,"21,17268041"
970,1264,Eindhoven,2002MM03,837,19598,19598,0,0,0,0,0,34,0,34,       .,       .,       .,"23,41457587"
971,1266,Eindhoven,2002MM04,929,31620,31620,0,0,0,0,0,37,0,37,       .,       .,       .,"34,03659849"
972,1267,Eindhoven,2002MM05,958,40153,40153,0,0,0,0,0,86,0,86,       .,       .,       .,"41,91336117"
973,1268,Eindhoven,2002MM06,923,38311,38311,0,0,0,0,0,46,0,46,       .,       .,       .,"41,50704225"
974,1270,Eindhoven,2002MM07,957,36718,36718,0,0,0,0,0,36,0,36,       .,       .,       .,"38,36781609"
975,1271,Eindhoven,2002MM08,947,33272,33272,0,0,0,0,0,32,0,32,       .,       .,       .,"35,13410771"
976,1272,Eindhoven,2002MM09,1001,42045,42045,0,0,0,0,0,36,0,36,       .,       .,       .,"42,002997"
977,1274,Eindhoven,2002MM10,1007,40475,40475,0,0,0,0,0,45,0,45,       .,       .,       .,"40,19364449"
978,1275,Eindhoven,2002MM11,885,28344,28344,0,0,0,0,0,39,0,38,       .,       .,       .,"32,02711864"
979,1276,Eindhoven,2002MM12,704,22156,22156,0,0,0,0,0,47,0,47,       .,       .,       .,"31,47159091"
980,1278,Eindhoven,2002JJ00,10758,363373,363373,0,0,0,0,0,511,7,504,       .,       .,       .,"33,77700316"
981,1279,Eindhoven,2003MM01,785,21306,20973,333,0,0,0,0,41,2,40,0,0,0,"27,14140127"
982,1280,Eindhoven,2003MM02,764,23310,23310,0,0,0,0,0,38,0,38,0,0,0,"30,5104712"
983,1281,Eindhoven,2003MM03,883,26841,26841,0,0,0,0,0,50,0,50,0,0,0,"30,39750849"
984,1283,Eindhoven,2003MM04,861,30024,29802,222,0,0,0,0,49,0,49,0,0,0,"34,87108014"
985,1284,Eindhoven,2003MM05,852,42117,42117,0,0,0,0,0,55,0,55,0,0,0,"49,43309859"
986,1285,Eindhoven,2003MM06,852,40294,40294,0,0,0,0,0,58,0,58,0,0,0,"47,29342723"
987,1287,Eindhoven,2003MM07,871,45038,44779,0,259,0,0,0,113,0,113,0,0,0,"51,70838117"
988,1288,Eindhoven,2003MM08,810,43115,43115,0,0,0,0,0,49,0,49,0,0,0,"53,22839506"
989,1289,Eindhoven,2003MM09,918,48495,48495,0,0,0,0,0,53,0,53,0,0,0,"52,82679739"
990,1291,Eindhoven,2003MM10,891,47118,47118,0,0,0,0,0,53,0,53,0,0,0,"52,88215488"
991,1292,Eindhoven,2003MM11,757,33605,33605,0,0,0,0,0,42,0,42,0,0,0,"44,39233818"
992,1293,Eindhoven,2003MM12,614,26433,26433,0,0,0,0,0,46,0,46,0,0,0,"43,0504886"
993,1295,Eindhoven,2003JJ00,9858,427696,426882,555,259,0,0,0,649,2,647,0,0,0,"43,38567661"
994,1296,Eindhoven,2004MM01,702,23069,22478,591,0,0,0,0,127,0,127,0,0,0,"32,86182336"
995,1297,Eindhoven,2004MM02,799,33510,33510,0,0,0,0,0,60,0,60,0,0,0,"41,93992491"
996,1298,Eindhoven,2004MM03,945,42316,42316,0,0,0,0,0,54,2,52,0,0,0,"44,77883598"
997,1300,Eindhoven,2004MM04,922,55568,55568,0,0,0,0,0,44,0,44,0,0,0,"60,26898048"
998,1301,Eindhoven,2004MM05,989,75391,75391,0,0,0,0,0,47,1,46,0,0,0,"76,22952477"
999,1302,Eindhoven,2004MM06,925,58287,58287,0,0,0,0,0,61,2,58,0,0,0,"63,01297297"
1000,1304,Eindhoven,2004MM07,909,68197,68197,0,0,0,0,0,54,0,54,0,0,0,"75,02420242"
1001,1305,Eindhoven,2004MM08,886,76327,76327,0,0,0,0,0,44,0,44,0,0,0,"86,14785553"
1002,1306,Eindhoven,2004MM09,1055,73712,73712,0,0,0,0,0,49,0,49,0,0,0,"69,86919431"
1003,1308,Eindhoven,2004MM10,1097,90597,90597,0,0,0,0,0,50,0,50,0,0,0,"82,58614403"
1004,1309,Eindhoven,2004MM11,946,62565,62565,0,0,0,0,0,42,0,42,0,0,0,"66,13636364"
1005,1310,Eindhoven,2004MM12,758,46930,46807,0,0,123,0,0,44,0,44,0,0,0,"61,91292876"
1006,1312,Eindhoven,2004JJ00,10933,706469,705755,591,0,123,0,0,674,5,669,0,0,0,"64,61803714"
1007,1313,Eindhoven,2005MM01,605,42455,41744,711,0,0,0,0,54,0,53,0,0,0,"70,17355372"
1008,1314,Eindhoven,2005MM02,596,44363,44363,0,0,0,0,0,50,0,50,0,0,0,"74,43456376"
1009,1315,Eindhoven,2005MM03,765,60974,60974,0,0,0,0,0,45,2,42,0,0,0,"79,70457516"
1010,1317,Eindhoven,2005MM04,863,75542,75542,0,0,0,0,0,43,0,43,0,0,0,"87,53418308"
1011,1318,Eindhoven,2005MM05,1039,104897,104897,0,0,0,0,0,37,0,37,0,0,0,"100,9595765"
1012,1319,Eindhoven,2005MM06,1103,97270,97270,0,0,0,0,0,40,0,40,0,0,0,"88,18676337"
1013,1321,Eindhoven,2005MM07,1006,105929,105929,0,0,0,0,0,38,0,38,0,0,0,"105,2972167"
1014,1322,Eindhoven,2005MM08,1057,107710,107605,0,0,105,0,0,93,46,47,0,0,0,"101,9016083"
1015,1323,Eindhoven,2005MM09,1127,98111,98111,0,0,0,0,0,39,0,39,0,0,0,"87,05501331"
1016,1325,Eindhoven,2005MM10,1060,99264,99264,0,0,0,0,0,46,1,45,0,0,0,"93,64528302"
1017,1326,Eindhoven,2005MM11,909,72658,72658,0,0,0,0,0,88,0,88,0,0,0,"79,93179318"
1018,1327,Eindhoven,2005MM12,766,63661,63661,0,0,0,0,0,33,0,33,0,0,0,"83,10835509"
1019,1329,Eindhoven,2005JJ00,10896,972834,972018,711,0,105,0,0,605,49,555,0,0,0,"89,28359031"
1020,1330,Eindhoven,2006MM01,782,61431,60853,578,0,0,0,0,36,1,35,0,0,0,"78,55626598"
1021,1331,Eindhoven,2006MM02,710,57789,57693,0,0,0,0,0,39,5,35,0,0,0,"81,39295775"
1022,1332,Eindhoven,2006MM03,839,70541,70541,0,0,0,0,0,104,62,42,0,0,0,"84,07747318"
1023,1334,Eindhoven,2006MM04,710,69597,69597,0,0,0,0,0,24,0,24,0,0,0,"98,02394366"
1024,1335,Eindhoven,2006MM05,1185,137011,136965,0,0,46,0,0,28,0,28,0,0,0,"115,621097"
1025,1336,Eindhoven,2006MM06,1048,109559,109559,0,0,0,0,0,40,0,40,0,0,0,"104,5410305"
1026,1338,Eindhoven,2006MM07,1014,122003,122003,0,0,0,0,0,22,0,22,0,0,0,"120,3185404"
1027,1339,Eindhoven,2006MM08,1060,118632,118632,0,0,0,0,0,46,0,46,0,0,0,"111,9169811"
1028,1340,Eindhoven,2006MM09,1078,116246,116150,0,96,0,0,0,44,0,44,0,0,0,"107,8348794"
1029,1342,Eindhoven,2006MM10,1072,116287,116287,0,0,0,0,0,44,0,44,0,0,0,"108,4766791"
1030,1343,Eindhoven,2006MM11,1024,98664,98664,0,0,0,0,0,31,0,31,0,0,0,"96,3515625"
1031,1344,Eindhoven,2006MM12,876,92761,92761,0,0,0,0,0,114,96,18,0,0,0,"105,8915525"
1032,1346,Eindhoven,2006JJ00,11398,1170521,1169705,578,96,46,0,0,571,163,408,0,0,0,"102,6952974"
1033,1347,Eindhoven,2007MM01,919,88399,87736,663,0,0,0,0,42,0,42,0,0,0,"96,19042437"
1034,1348,Eindhoven,2007MM02,861,86236,86236,0,0,0,0,0,41,0,41,0,0,0,"100,1579559"
1035,1349,Eindhoven,2007MM03,1056,108487,108487,0,0,0,0,0,43,0,43,0,0,0,"102,7339015"
1036,1351,Eindhoven,2007MM04,1020,119980,119980,0,0,0,0,0,93,62,32,0,0,0,"117,627451"
1037,1352,Eindhoven,2007MM05,957,128921,128921,0,0,0,0,0,39,0,39,0,0,0,"134,7136886"
1038,1353,Eindhoven,2007MM06,1245,147961,147961,0,0,0,0,0,33,0,33,0,0,0,"118,8441767"
1039,1355,Eindhoven,2007MM07,781,107850,107850,0,0,0,0,0,36,0,36,0,0,0,"138,0921895"
1040,1356,Eindhoven,2007MM08,1200,160141,160141,0,0,0,0,0,46,4,43,0,0,0,"133,4508333"
1041,1357,Eindhoven,2007MM09,1227,148987,148987,0,0,0,0,0,31,0,31,0,0,0,"121,4237979"
1042,1359,Eindhoven,2007MM10,1337,149522,149522,0,0,0,0,0,31,0,31,0,0,0,"111,8339566"
1043,1360,Eindhoven,2007MM11,721,88589,88589,0,0,0,0,0,10,0,10,0,0,0,"122,8696255"
1044,1361,Eindhoven,2007MM12,1066,107503,106871,632,0,0,0,0,29,0,29,0,0,0,"100,8470919"
1045,1363,Eindhoven,2007JJ00,12390,1442576,1441281,1295,0,0,0,0,473,65,408,0,0,0,"116,4306699"
