ID;Airports;Periods;TotalFlights_3;TotalPassengers_12;EuropeTotal_22;Africa_26;America_32;Asia_36;Oceania_40;OtherUnknown_41;TotalCargo_43;TotalUnloadedCargo_46;TotalLoadedCargo_49;TotalMail_74;TotalUnloadedMail_77;TotalLoadedMail_80;Passengers_flight
1752;A043595;2007MM03;808;6971;6971;0;0;0;0;0;5889;4565;1324;0;0;0;9
1754;A043595;2007MM04;775;5958;5957;0;1;0;0;0;5522;4286;1235;0;0;0;8
1755;A043595;2007MM05;946;10417;10417;0;0;0;0;0;5606;4292;1313;0;0;0;11
1756;A043595;2007MM06;995;14702;14701;0;0;0;0;0;4749;3634;1115;0;0;0;15
1758;A043595;2007MM07;954;15419;15413;0;0;0;0;0;4291;3552;739;0;0;0;16
1759;A043595;2007MM08;896;15069;15067;0;0;0;0;0;3935;3352;582;0;0;0;17
1760;A043595;2007MM09;814;15095;15089;6;0;0;0;0;4463;3731;733;0;0;0;19
1762;A043595;2007MM10;750;11153;11153;0;0;0;0;0;4694;4054;640;0;0;0;15
1763;A043595;2007MM11;857;14774;14767;0;0;0;0;0;5082;4374;708;0;0;0;17
1764;A043595;2007MM12;773;14638;14406;232;0;0;0;0;4253;3719;535;0;0;0;19
1766;A043595;2007JJ00;9943;134579;134320;242;1;0;0;0;57898;46851;11047;0;0;0;14
1767;A043595;2008MM01;827;13529;13454;73;0;0;0;0;4891;4382;509;0;0;0;16
1768;A043595;2008MM02;794;15611;15465;0;0;140;0;0;4233;3724;510;0;0;0;20
1769;A043595;2008MM03;863;17906;17906;0;0;0;0;0;4899;4254;645;0;0;0;21
1771;A043595;2008MM04;890;19662;19660;2;0;0;0;0;5039;4414;625;0;0;0;22
1772;A043595;2008MM05;1087;24653;24653;0;0;0;0;0;5145;4469;677;0;0;0;23
1773;A043595;2008MM06;1066;23184;23176;0;0;8;0;0;5005;4189;817;0;0;0;22
1775;A043595;2008MM07;1177;25643;25643;0;0;0;0;0;5085;4496;589;0;0;0;22
1776;A043595;2008MM08;1097;25284;25284;0;0;0;0;0;4644;3998;646;0;0;0;23
1777;A043595;2008MM09;1128;25293;25071;0;0;222;0;0;5185;4476;709;0;0;0;22
1779;A043595;2008MM10;992;22152;21977;2;0;173;0;0;4252;3632;620;0;0;0;22
1780;A043595;2008MM11;544;10645;10645;0;0;0;0;0;3702;3149;553;0;0;0;20
1781;A043595;2008MM12;430;8262;8262;0;0;0;0;0;3304;2831;473;0;0;0;19
1783;A043595;2008JJ00;10895;231824;231196;77;0;543;0;0;55383;48012;7372;0;0;0;21
1784;A043595;2009MM01;418;4060;4056;4;0;0;0;0;3453;2923;530;0;0;0;10
1785;A043595;2009MM02;396;1567;1567;0;0;0;0;0;4068;3454;614;0;0;0;4
1786;A043595;2009MM03;438;1401;1401;0;0;0;0;0;4590;4035;555;0;0;0;3
1788;A043595;2009MM04;592;12373;12373;0;0;0;0;0;4476;3863;613;0;0;0;21
1789;A043595;2009MM05;709;16456;16456;0;0;0;0;0;4329;3628;701;0;0;0;23
1790;A043595;2009MM06;695;16085;16085;0;0;0;0;0;4074;3269;806;0;0;0;23
1792;A043595;2009MM07;737;18771;18550;0;0;221;0;0;3778;2993;785;0;0;0;25
1793;A043595;2009MM08;731;21332;21332;0;0;0;0;0;4344;3184;1160;0;0;0;29
1794;A043595;2009MM09;731;17157;17153;4;0;0;0;0;4565;3546;1019;0;0;0;23
1796;A043595;2009MM10;665;14304;14296;8;0;0;0;0;5243;4202;1041;0;0;0;22
1797;A043595;2009MM11;525;5425;5425;0;0;0;0;0;5383;4175;1208;0;0;0;10
1798;A043595;2009MM12;522;6765;6765;0;0;0;0;0;5049;3995;1054;0;0;0;13
1800;A043595;2009JJ00;7159;135696;135459;16;0;221;0;0;53351;43266;10085;0;0;0;19
1801;A043595;2010MM01;528;5285;5285;0;0;0;0;0;5625;4403;1222;0;0;0;10
1802;A043595;2010MM02;505;5391;5391;0;0;0;0;0;4999;3780;1219;0;0;0;11
1803;A043595;2010MM03;562;7807;7803;0;0;2;0;0;5527;3909;1618;0;0;0;14
1805;A043595;2010MM04;503;11353;11349;4;0;0;0;0;4608;3307;1302;0;0;0;23
1806;A043595;2010MM05;788;22578;21777;0;801;0;0;0;5450;4019;1431;0;0;0;29
1807;A043595;2010MM06;836;25498;25498;0;0;0;0;0;4473;3180;1293;0;0;0;31
1809;A043595;2010MM07;881;34321;34321;0;0;0;0;0;3915;2721;1194;0;0;0;39
1810;A043595;2010MM08;952;35917;35917;0;0;0;0;0;4963;3435;1527;0;0;0;38
1811;A043595;2010MM09;902;32011;31064;451;496;0;0;0;4777;3448;1329;0;0;0;35
1813;A043595;2010MM10;867;29690;29686;2;0;2;0;0;5647;4216;1430;0;0;0;34
1814;A043595;2010MM11;570;9150;9148;2;0;0;0;0;6242;4579;1663;0;0;0;16
1815;A043595;2010MM12;549;7634;7633;0;1;0;0;0;5750;3994;1756;0;0;0;14
1817;A043595;2010JJ00;8443;226635;224872;459;1298;4;0;0;61975;44992;16983;0;0;0;27
1818;A043595;2011MM01;288;7774;7770;0;0;0;0;0;5452;3890;1562;0;0;0;27
1819;A043595;2011MM02;299;8464;8463;1;0;0;0;0;5610;3714;1896;0;0;0;28
1820;A043595;2011MM03;406;17592;17590;0;0;0;0;0;7446;5152;2295;0;0;0;43
1822;A043595;2011MM04;550;36048;36048;0;0;0;0;0;6016;4181;1835;0;0;0;66
1823;A043595;2011MM05;609;40370;40370;0;0;0;0;0;5967;3902;2065;0;0;0;66
1824;A043595;2011MM06;629;40209;40040;169;0;0;0;0;5098;2724;2374;0;0;0;64
1826;A043595;2011MM07;576;44085;43713;372;0;0;0;0;4590;2264;2327;0;0;0;77
1827;A043595;2011MM08;596;46920;46705;0;2;187;0;0;4890;2532;2357;0;0;0;79
1828;A043595;2011MM09;580;41470;41470;0;0;0;0;0;4472;2438;2035;0;0;0;72
1830;A043595;2011MM10;562;38851;38851;0;0;0;0;0;4363;2351;2012;0;0;0;69
1831;A043595;2011MM11;329;6751;6528;0;223;0;0;0;5023;2964;2059;0;0;0;21
1832;A043595;2011MM12;346;5376;4873;355;0;146;0;0;6474;3803;2671;0;0;0;16
1834;A043595;2011JJ00;5770;333910;332421;897;225;333;0;0;65402;39916;25486;0;0;0;58
1835;A043595;2012MM01;308;4909;4308;0;474;127;0;0;4733;3226;1507;0;0;0;16
1836;A043595;2012MM02;336;4223;4221;0;0;0;0;0;5849;3874;1975;0;0;0;13
1837;A043595;2012MM03;372;9478;9472;0;6;0;0;0;5131;3141;1989;0;0;0;25
1839;A043595;2012MM04;473;31828;31824;0;2;0;0;0;4235;2650;1584;0;0;0;67
1840;A043595;2012MM05;566;36673;36671;0;0;0;0;0;3986;2452;1535;0;0;0;65
1841;A043595;2012MM06;518;33476;33476;0;0;0;0;0;3893;2357;1536;0;0;0;65
1843;A043595;2012MM07;545;46797;46792;0;0;1;0;0;3523;1902;1621;0;0;0;86
1844;A043595;2012MM08;543;45125;45117;0;0;3;0;0;3145;1862;1283;0;0;0;83
1845;A043595;2012MM09;513;36458;36454;0;0;3;0;0;3863;2315;1548;0;0;0;71
1847;A043595;2012MM10;512;31208;31204;0;0;4;0;0;3916;2423;1493;0;0;0;61
1848;A043595;2012MM11;355;8555;8555;0;0;0;0;0;4874;3437;1437;0;0;0;24
1849;A043595;2012MM12;404;16709;16707;0;0;1;0;0;5414;3691;1723;0;0;0;41
1851;A043595;2012JJ00;5445;305439;304801;0;482;139;0;0;52562;33331;19231;0;0;0;56
1852;A043595;2013MM01;414;16087;16086;0;0;0;0;0;4296;3055;1241;0;0;0;39
1853;A043595;2013MM02;401;16421;16417;0;0;0;0;0;4574;3186;1387;0;0;0;41
1854;A043595;2013MM03;479;21892;21892;0;0;0;0;0;5649;3796;1852;0;0;0;46
1856;A043595;2013MM04;580;43092;43091;0;0;1;0;0;4537;2929;1608;0;0;0;74
1857;A043595;2013MM05;613;47093;47093;0;0;0;0;0;4838;3212;1626;0;0;0;77
1858;A043595;2013MM06;607;41080;41075;0;0;5;0;0;4172;2525;1647;0;0;0;68
1860;A043595;2013MM07;656;57650;57637;13;0;0;0;0;4170;2429;1742;0;0;0;88
1861;A043595;2013MM08;626;58868;58864;0;0;0;0;0;3773;2377;1396;0;0;0;94
1862;A043595;2013MM09;590;44163;44163;0;0;0;0;0;3453;2087;1366;0;0;0;75
1864;A043595;2013MM10;613;48287;48285;0;0;0;0;0;4675;2926;1748;0;0;0;79
1865;A043595;2013MM11;408;17727;17727;0;0;0;0;0;4933;3169;1764;0;0;0;43
1866;A043595;2013MM12;353;17185;17184;0;0;1;0;0;4959;2880;2079;0;0;0;49
1868;A043595;2013JJ00;6340;429545;429514;13;0;7;0;0;54029;34574;19456;0;0;0;68
1869;A043595;2014MM01;340;11130;11130;0;0;0;0;0;4725;2949;1776;0;0;0;33
1870;A043595;2014MM02;348;11187;11184;0;0;0;0;0;4695;2849;1846;0;0;0;32
1871;A043595;2014MM03;402;13284;13284;0;0;0;0;0;5346;3108;2238;0;0;0;33
1873;A043595;2014MM04;408;23343;23343;0;0;0;0;0;5425;3257;2168;0;0;0;57
1874;A043595;2014MM05;456;25966;25965;0;0;1;0;0;5647;3303;2345;0;0;0;57
1875;A043595;2014MM06;461;23303;23283;19;0;1;0;0;5677;3393;2284;0;0;0;51
1877;A043595;2014MM07;514;28814;28799;2;12;0;0;0;4397;2445;1952;0;0;0;56
1878;A043595;2014MM08;492;32593;31256;1333;0;1;0;0;3412;1844;1568;0;0;0;66
1879;A043595;2014MM09;485;28138;28000;138;0;0;0;0;3732;1986;1746;0;0;0;58
1881;A043595;2014MM10;486;26408;26391;8;0;9;0;0;4162;2200;1963;0;0;0;54
1882;A043595;2014MM11;336;8320;8315;0;3;2;0;0;4434;2727;1707;0;0;0;25
1883;A043595;2014MM12;298;8987;8489;498;0;0;0;0;5040;2804;2236;0;0;0;30
1885;A043595;2014JJ00;5026;241473;239439;1998;15;14;0;0;56693;32864;23829;0;0;0;48
1886;A043595;2015MM01;268;6323;6317;0;3;3;0;0;4041;2333;1708;0;0;0;24
1887;A043595;2015MM02;232;6309;6230;0;78;1;0;0;4099;2205;1894;0;0;0;27
1888;A043595;2015MM03;265;7310;7308;2;0;0;0;0;4565;2419;2145;0;0;0;28
1890;A043595;2015MM04;327;17961;17960;0;0;1;0;0;4190;2371;1820;0;0;0;55
1891;A043595;2015MM05;395;23331;23329;0;0;0;0;0;4394;2497;1898;0;0;0;59
1892;A043595;2015MM06;394;23003;23002;0;0;0;0;0;4362;2399;1963;0;0;0;58
1894;A043595;2015MM07;383;25580;25579;0;0;1;0;0;3647;1880;1767;0;0;0;67
1895;A043595;2015MM08;410;26824;26817;0;0;4;0;0;3644;2056;1589;0;0;0;65
1896;A043595;2015MM09;365;22278;22276;0;2;0;0;0;3982;2244;1738;0;0;0;61
1898;A043595;2015MM10;401;22040;22040;0;0;0;0;0;3823;2058;1765;0;0;0;55
1899;A043595;2015MM11;318;8562;8562;0;0;0;0;0;7265;4015;3249;0;0;0;27
1900;A043595;2015MM12;307;5659;5659;0;0;0;0;0;8610;4734;3876;0;0;0;18
1902;A043595;2015JJ00;4065;195180;195079;2;83;10;0;0;56622;31211;25411;0;0;0;48
1903;A043595;2016MM01;294;4968;4966;0;0;0;0;0;8120;4663;3457;0;0;0;17
1904;A043595;2016MM02;306;5891;5891;0;0;0;0;0;8082;4693;3389;0;0;0;19
1905;A043595;2016MM03;386;8540;8539;0;0;0;0;0;9250;5154;4095;0;0;0;22
1907;A043595;2016MM04;367;17161;17152;0;9;0;0;0;4169;2449;1720;0;0;0;47
1908;A043595;2016MM05;343;20207;20207;0;0;0;0;0;4097;2545;1552;0;0;0;59
1909;A043595;2016MM06;500;42144;42144;0;0;0;0;0;3037;1504;1534;0;0;0;84
1911;A043595;2016MM07;318;17441;17427;4;0;0;0;0;2219;1040;1179;0;0;0;55
1912;A043595;2016MM08;283;18147;18147;0;0;0;0;0;2283;1225;1058;0;0;0;64
1913;A043595;2016MM09;275;13600;13585;0;0;6;0;0;2058;1055;1003;0;0;0;49
1915;A043595;2016MM10;312;15100;15098;0;0;0;0;0;5204;2528;2676;0;0;0;48
1916;A043595;2016MM11;280;6486;6486;0;0;0;0;0;6648;3440;3208;0;0;0;23
1917;A043595;2016MM12;267;6877;6877;0;0;0;0;0;5312;2459;2853;0;0;0;26
1919;A043595;2016JJ00;3931;176562;176519;4;9;6;0;0;60480;32755;27725;0;0;0;45
1920;A043595;2017MM01;229;6095;6087;0;0;0;0;0;2923;1560;1363;0;0;0;27
1921;A043595;2017MM02;284;5562;5560;0;0;0;0;0;5677;2498;3178;0;0;0;20
1922;A043595;2017MM03;328;6847;6845;0;0;0;0;0;6917;3122;3795;0;0;0;21
1924;A043595;2017MM04;341;15478;15475;0;0;0;0;0;5478;2583;2895;0;0;0;45
1925;A043595;2017MM05;431;21751;21742;0;0;0;0;0;6034;3072;2962;0;0;0;50
1926;A043595;2017MM06;386;18631;18624;0;0;3;0;0;4813;2469;2344;0;0;0;48
1928;A043595;2017MM07;407;22693;22686;2;0;0;0;0;6634;3130;3504;0;0;0;56
1929;A043595;2017MM08;390;23054;23051;0;0;0;0;0;7403;3987;3416;0;0;0;59
1930;A043595;2017MM09;440;21509;21502;0;0;0;0;0;8178;4488;3691;0;0;0;49
1932;A043595;2017MM10;411;18813;18807;0;0;0;0;0;9550;5005;4545;0;0;0;46
1933;A043595;2017MM11;416;3222;3216;0;0;0;0;0;11955;6291;5664;0;0;0;8
1934;A043595;2017MM12;356;3889;3889;0;0;0;0;0;11209;5555;5654;0;0;0;11
1936;A043595;2017JJ00;4419;167544;167484;2;0;3;0;0;86770;43760;43010;0;0;0;38
1937;A043595;2018MM01;291;3286;3285;0;0;0;0;0;7157;3760;3397;0;0;0;11
1938;A043595;2018MM02;334;3022;3017;2;0;0;0;0;8936;4624;4312;0;0;0;9
1939;A043595;2018MM03;371;5502;5500;0;0;0;0;0;9105;4240;4864;0;0;0;15
1941;A043595;2018MM04;505;17477;17090;378;0;0;0;0;8241;4231;4010;0;0;0;35
1942;A043595;2018MM05;575;34418;33542;688;183;0;0;0;7828;4062;3766;0;0;0;60
1943;A043595;2018MM06;491;31299;30569;721;5;0;0;0;6122;2575;3546;0;0;0;64
1945;A043595;2018MM07;641;46636;43918;2712;0;0;0;0;6611;2940;3672;0;0;0;73
1946;A043595;2018MM08;685;53040;50391;2646;0;0;0;0;7392;3861;3531;0;0;0;77
1947;A043595;2018MM09;589;34945;34062;871;0;0;0;0;8901;4726;4175;0;0;0;59
1949;A043595;2018MM10;620;32462;31964;496;0;0;0;0;12393;6654;5740;0;0;0;52
1950;A043595;2018MM11;479;7528;6414;1114;0;0;0;0;13974;8127;5847;0;0;0;16
1951;A043595;2018MM12;436;5498;3817;1671;0;2;0;0;14164;8065;6099;0;0;0;13
1953;A043595;2018JJ00;6017;275113;263569;11299;188;2;0;0;110823;57866;52958;0;0;0;46
1954;A043595;2019MM01;413;6140;3588;2548;0;4;0;0;10802;7283;3519;0;0;0;15
1955;A043595;2019MM02;456;6817;4146;2668;0;0;0;0;12526;8211;4315;0;0;0;15
1956;A043595;2019MM03;454;6914;4916;1998;0;0;0;0;10654;5744;4910;0;0;0;15
1958;A043595;2019MM04;622;32795;31465;1329;0;0;0;0;11416;7549;3867;0;0;0;53
1959;A043595;2019MM05;723;49734;48641;1090;0;0;0;0;10892;6230;4662;0;0;0;69
1960;A043595;2019MM06;678;50048;48328;1711;0;2;0;0;8081;5503;2579;0;0;0;74
1962;A043595;2019MM07;808;69715;65026;4684;0;0;0;0;8248;5096;3151;0;0;0;86
1963;A043595;2019MM08;713;76289;70281;5998;0;0;0;0;4682;2810;1872;0;0;0;107
1964;A043595;2019MM09;641;59255;56272;2983;0;0;0;0;3818;2037;1781;0;0;0;92
1966;A043595;2019MM10;616;46190;42918;3271;0;0;0;0;6548;3536;3012;0;0;0;75
1967;A043595;2019MM11;564;16446;12120;4326;0;0;0;0;11781;7318;4463;0;0;0;29
1968;A043595;2019MM12;511;15634;10145;5488;0;0;0;0;12009;6834;5174;0;0;0;31
1970;A043595;2019JJ00;7199;435977;397846;38094;0;6;0;0;111457;68150;43307;0;0;0;61
1971;A043595;2020MM01;474;15115;9549;5566;0;0;0;0;9174;6210;2964;0;0;0;32
1972;A043595;2020MM02;476;14354;8083;6271;0;0;0;0;10433;6470;3963;0;0;0;30
1973;A043595;2020MM03;485;7242;4364;2871;0;2;0;0;7514;3840;3675;0;0;0;15
1975;A043595;2020MM04;329;5;3;0;0;0;0;0;10165;5999;4165;0;0;0;0
1976;A043595;2020MM05;452;4;4;0;0;0;0;0;12780;7294;5485;0;0;0;0
1977;A043595;2020MM06;489;389;384;0;0;3;0;0;13528;7018;6511;0;0;0;1
1979;A043595;2020MM07;621;12952;12952;0;0;0;0;0;13050;6902;6148;0;0;0;21
1980;A043595;2020MM08;615;16818;16814;0;4;0;0;0;13194;7541;5652;0;0;0;27
1981;A043595;2020MM09;516;5511;5510;1;0;0;0;0;10568;6223;4345;0;0;0;11
1983;A043595;2020MM10;587;4710;4710;0;0;0;0;0;12969;7750;5219;0;0;0;8
1984;A043595;2020MM11;548;2139;2137;0;0;2;0;0;12034;7599;4435;0;0;0;4
1985;A043595;2020MM12;535;1841;1840;0;0;0;0;0;10575;6216;4359;0;0;0;3
1987;A043595;2020JJ00;6127;81080;66350;14709;4;7;0;0;135985;79062;56922;0;0;0;13
1988;A043595;2021MM01;468;1049;1049;0;0;0;0;0;7637;5310;2327;0;0;0;2
1989;A043595;2021MM02;537;448;447;0;0;0;0;0;12151;7866;4285;0;0;0;1
1990;A043595;2021MM03;560;373;373;0;0;0;0;0;12171;7385;4786;0;0;0;1
1992;A043595;2021MM04;563;1474;1473;0;0;0;0;0;11032;7634;3398;0;0;0;3
1993;A043595;2021MM05;555;2223;2221;0;0;1;0;0;11147;8145;3001;0;0;0;4
1994;A043595;2021MM06;460;4454;4454;0;0;0;0;0;7626;5386;2240;0;0;0;10
1996;A043595;2021MM07;583;22399;22397;0;0;0;0;0;8125;5545;2580;0;0;0;38
1997;A043595;2021MM08;600;24199;24199;0;0;0;0;0;9354;6187;3167;0;0;0;40
1998;A043595;2021MM09;623;16364;16363;0;0;0;0;0;11339;6785;4554;0;0;0;26
2000;A043595;2021MM10;656;17826;17817;0;1;8;0;0;12393;8203;4190;0;0;0;27
2001;A043595;2021MM11;523;3744;3744;0;0;0;0;0;12787;8127;4659;0;0;0;7
2002;A043595;2021MM12;473;3093;3090;0;0;0;0;0;12234;8046;4187;0;0;0;7
2004;A043595;2021JJ00;6601;97646;97627;0;1;9;0;0;127994;84619;43375;0;0;0;15
2005;A043595;2022MM01;431;5880;5880;0;0;0;0;0;9035;6586;2448;0;0;0;14
2006;A043595;2022MM02;398;3288;3287;0;0;0;0;0;7746;5384;2362;0;0;0;8
2007;A043595;2022MM03;434;3371;3369;0;0;0;0;0;9372;5876;3496;0;0;0;8
2009;A043595;2022MM04;514;15386;15204;0;0;182;0;0;9763;6413;3350;0;0;0;30
2010;A043595;2022MM05;542;22019;22000;0;17;0;0;0;8634;5899;2735;0;0;0;41
2011;A043595;2022MM06;599;20728;20549;160;19;0;0;0;9584;6464;3121;0;0;0;35
2013;A043595;2022MM07;712;45778;41096;4586;0;96;0;0;9898;6242;3656;0;0;0;64
2014;A043595;2022MM08;696;53999;49526;4470;0;0;0;0;8161;5067;3094;0;0;0;78
2015;A043593;1997JJ00;4982;83151;0;0;0;0;0;0;0;0;0;       .;       .;       .;17
2016;A043593;1998JJ00;5330;114160;0;0;0;0;0;0;0;0;0;       .;       .;       .;21
2017;A043593;1999MM01;235;3196;0;0;0;0;0;0;0;0;0;       .;       .;       .;14
2018;A043593;1999MM02;215;2760;0;0;0;0;0;0;0;0;0;       .;       .;       .;13
2019;A043593;1999MM03;262;3872;0;0;0;0;0;0;0;0;0;       .;       .;       .;15
2021;A043593;1999MM04;120;4527;0;0;0;0;0;0;0;0;0;       .;       .;       .;38
2022;A043593;1999MM05;168;11606;0;0;0;0;0;0;0;0;0;       .;       .;       .;69
2023;A043593;1999MM06;202;12635;0;0;0;0;0;0;0;0;0;       .;       .;       .;63
2025;A043593;1999MM07;162;11160;0;0;0;0;0;0;0;0;0;       .;       .;       .;69
2026;A043593;1999MM08;156;12766;0;0;0;0;0;0;0;0;0;       .;       .;       .;82
2027;A043593;1999MM09;183;13182;0;0;0;0;0;0;0;0;0;       .;       .;       .;72
2029;A043593;1999MM10;155;9985;0;0;0;0;0;0;0;0;0;       .;       .;       .;64
2030;A043593;1999MM11;132;2539;0;0;0;0;0;0;0;0;0;       .;       .;       .;19
2031;A043593;1999MM12;84;1940;0;0;0;0;0;0;0;0;0;       .;       .;       .;23
2033;A043593;1999JJ00;2074;90168;0;0;0;0;0;0;0;0;0;       .;       .;       .;43
2034;A043593;2000MM01;86;2327;2327;0;0;0;0;0;0;0;0;       .;       .;       .;27
2035;A043593;2000MM02;92;2118;2118;0;0;0;0;0;0;0;0;       .;       .;       .;23
2036;A043593;2000MM03;105;3432;3432;0;0;0;0;0;0;0;0;       .;       .;       .;33
2038;A043593;2000MM04;121;2796;2796;0;0;0;0;0;0;0;0;       .;       .;       .;23
2039;A043593;2000MM05;184;6155;6155;0;0;0;0;0;0;0;0;       .;       .;       .;33
2040;A043593;2000MM06;160;5243;5243;0;0;0;0;0;0;0;0;       .;       .;       .;33
2042;A043593;2000MM07;130;9917;9917;0;0;0;0;0;0;0;0;       .;       .;       .;76
2043;A043593;2000MM08;148;16084;16084;0;0;0;0;0;0;0;0;       .;       .;       .;109
2044;A043593;2000MM09;164;15039;15039;0;0;0;0;0;0;0;0;       .;       .;       .;92
2046;A043593;2000MM10;144;10694;10694;0;0;0;0;0;0;0;0;       .;       .;       .;74
2047;A043593;2000MM11;88;2546;2546;0;0;0;0;0;0;0;0;       .;       .;       .;29
2048;A043593;2000MM12;53;1915;1915;0;0;0;0;0;0;0;0;       .;       .;       .;36
2050;A043593;2000JJ00;1475;78266;78266;0;0;0;0;0;0;0;0;       .;       .;       .;53
2051;A043593;2001MM01;48;2430;2430;0;0;0;0;0;0;0;0;       .;       .;       .;51
2052;A043593;2001MM02;53;2107;2107;0;0;0;0;0;0;0;0;       .;       .;       .;40
2053;A043593;2001MM03;59;3232;3232;0;0;0;0;0;0;0;0;       .;       .;       .;55
2055;A043593;2001MM04;121;4514;4514;0;0;0;0;0;0;0;0;       .;       .;       .;37
2056;A043593;2001MM05;142;14319;14319;0;0;0;0;0;0;0;0;       .;       .;       .;101
2057;A043593;2001MM06;135;8674;8674;0;0;0;0;0;0;0;0;       .;       .;       .;64
2059;A043593;2001MM07;161;14641;14640;0;1;0;0;0;0;0;0;       .;       .;       .;91
2060;A043593;2001MM08;146;13376;13376;0;0;0;0;0;0;0;0;       .;       .;       .;92
2061;A043593;2001MM09;302;13178;12995;0;0;0;0;0;0;0;0;       .;       .;       .;44
2063;A043593;2001MM10;311;12815;12815;0;0;0;0;0;0;0;0;       .;       .;       .;41
2064;A043593;2001MM11;200;2460;2460;0;0;0;0;0;0;0;0;       .;       .;       .;12
2065;A043593;2001MM12;150;2474;2474;0;0;0;0;0;0;0;0;       .;       .;       .;16
2067;A043593;2001JJ00;1828;94220;94036;0;1;0;0;0;0;0;0;       .;       .;       .;52
2068;A043593;2002MM01;188;2764;2764;0;0;0;0;0;0;0;0;       .;       .;       .;15
2069;A043593;2002MM02;172;2587;2587;0;0;0;0;0;0;0;0;       .;       .;       .;15
2070;A043593;2002MM03;211;3737;3737;0;0;0;0;0;0;0;0;       .;       .;       .;18
2072;A043593;2002MM04;239;7810;7810;0;0;0;0;0;0;0;0;       .;       .;       .;33
2073;A043593;2002MM05;339;17283;17283;0;0;0;0;0;0;0;0;       .;       .;       .;51
2074;A043593;2002MM06;324;12879;12879;0;0;0;0;0;0;0;0;       .;       .;       .;40
2076;A043593;2002MM07;200;17831;17831;0;0;0;0;0;0;0;0;       .;       .;       .;89
2077;A043593;2002MM08;137;10929;10929;0;0;0;0;0;0;0;0;       .;       .;       .;80
2078;A043593;2002MM09;166;14700;14700;0;0;0;0;0;0;0;0;       .;       .;       .;89
2080;A043593;2002MM10;154;11139;11139;0;0;0;0;0;0;0;0;       .;       .;       .;72
2081;A043593;2002MM11;59;2886;2886;0;0;0;0;0;0;0;0;       .;       .;       .;49
2082;A043593;2002MM12;61;2921;2921;0;0;0;0;0;0;0;0;       .;       .;       .;48
2084;A043593;2002JJ00;2250;107466;107466;0;0;0;0;0;0;0;0;       .;       .;       .;48
2085;A043593;2003MM01;51;3362;3362;0;0;0;0;0;0;0;0;0;0;0;66
2086;A043593;2003MM02;42;3075;3075;0;0;0;0;0;0;0;0;0;0;0;73
2087;A043593;2003MM03;49;3565;3565;0;0;0;0;0;0;0;0;0;0;0;73
2089;A043593;2003MM04;98;7439;7439;0;0;0;0;0;0;0;0;0;0;0;76
2090;A043593;2003MM05;225;17049;17049;0;0;0;0;0;0;0;0;0;0;0;76
2091;A043593;2003MM06;182;15252;15252;0;0;0;0;0;0;0;0;0;0;0;84
2093;A043593;2003MM07;228;22852;22852;0;0;0;0;0;0;0;0;0;0;0;100
2094;A043593;2003MM08;210;15587;15587;0;0;0;0;0;0;0;0;0;0;0;74
2095;A043593;2003MM09;206;17514;17514;0;0;0;0;0;0;0;0;0;0;0;85
2097;A043593;2003MM10;199;16083;16083;0;0;0;0;0;0;0;0;0;0;0;81
2098;A043593;2003MM11;125;7515;7515;0;0;0;0;0;0;0;0;0;0;0;60
2099;A043593;2003MM12;111;8314;8314;0;0;0;0;0;0;0;0;0;0;0;75
2101;A043593;2003JJ00;1726;137607;137607;0;0;0;0;0;0;0;0;0;0;0;80
2102;A043593;2004MM01;110;6907;6907;0;0;0;0;0;0;0;0;0;0;0;63
2103;A043593;2004MM02;159;8780;8780;0;0;0;0;0;0;0;0;0;0;0;55
2104;A043593;2004MM03;181;10276;10276;0;0;0;0;0;0;0;0;0;0;0;57
2106;A043593;2004MM04;183;11424;11424;0;0;0;0;0;0;0;0;0;0;0;62
2107;A043593;2004MM05;199;13993;13993;0;0;0;0;0;0;0;0;0;0;0;70
2108;A043593;2004MM06;196;12585;12585;0;0;0;0;0;0;0;0;0;0;0;64
2110;A043593;2004MM07;180;12049;12049;0;0;0;0;0;0;0;0;0;0;0;67
2111;A043593;2004MM08;164;12319;12319;0;0;0;0;0;0;0;0;0;0;0;75
2112;A043593;2004MM09;185;13171;13171;0;0;0;0;0;0;0;0;0;0;0;71
2114;A043593;2004MM10;171;10211;10207;0;4;0;0;0;0;0;0;0;0;0;60
2115;A043593;2004MM11;111;4056;4056;0;0;0;0;0;0;0;0;0;0;0;37
2116;A043593;2004MM12;86;3447;3447;0;0;0;0;0;0;0;0;0;0;0;40
2118;A043593;2004JJ00;1925;119218;119214;0;4;0;0;0;0;0;0;0;0;0;62
2119;A043593;2005MM01;96;4387;4387;0;0;0;0;0;0;0;0;0;0;0;46
2120;A043593;2005MM02;108;4908;4908;0;0;0;0;0;0;0;0;0;0;0;45
2121;A043593;2005MM03;120;4737;4737;0;0;0;0;0;0;0;0;0;0;0;39
2123;A043593;2005MM04;143;6130;6130;0;0;0;0;0;0;0;0;0;0;0;43
2124;A043593;2005MM05;253;17474;17474;0;0;0;0;0;0;0;0;0;0;0;69
2125;A043593;2005MM06;322;19585;19585;0;0;0;0;0;0;0;0;0;0;0;61
2127;A043593;2005MM07;202;10771;10771;0;0;0;0;0;0;0;0;0;0;0;53
2128;A043593;2005MM08;239;19054;19054;0;0;0;0;0;0;0;0;0;0;0;80
2129;A043593;2005MM09;243;16298;16298;0;0;0;0;0;0;0;0;0;0;0;67
