ID;Airports;Periods;TotalFlights_3;TotalPassengers_12;EuropeTotal_22;Africa_26;America_32;Asia_36;Oceania_40;OtherUnknown_41;TotalCargo_43;TotalUnloadedCargo_46;TotalLoadedCargo_49;TotalMail_74;TotalUnloadedMail_77;TotalLoadedMail_80;Passengers_flight
635;A043590;2012MM08;39849;5137505;3513351;286117;804095;533942;0;0;121646;60609;61038;2129;765;1365;129
636;A043590;2012MM09;37488;4760439;3301087;241363;730943;487046;0;0;125725;64441;61284;2204;761;1443;127
638;A043590;2012MM10;37782;4643697;3210326;251167;687633;494571;0;0;126760;62187;64573;2525;884;1642;123
639;A043590;2012MM11;32064;3692267;2475265;226298;548682;442022;0;0;127763;65730;62033;2884;948;1936;115
640;A043590;2012MM12;30221;3587603;2300056;234551;581768;471228;0;0;125763;63602;62161;3443;1213;2230;119
642;A043590;2012JJ00;423405;50975592;34647266;2802807;7841645;5683874;0;0;1483446;751578;731868;28375;10095;18281;120
643;A043590;2013MM01;29949;3386231;2116044;235073;565379;469735;0;0;116137;60600;55537;2660;919;1741;113
644;A043590;2013MM02;28706;3265809;2150859;216462;480480;418008;0;0;113469;57805;55664;2312;778;1534;114
645;A043590;2013MM03;32989;3968009;2632427;233748;608364;493470;0;0;136663;68302;68361;2853;979;1874;120
647;A043590;2013MM04;35990;4332719;2967311;218709;664912;481787;0;0;123416;63652;59764;2773;939;1834;120
648;A043590;2013MM05;39002;4864335;3431310;215562;740154;477309;0;0;122489;62571;59919;2806;970;1836;125
649;A043590;2013MM06;37816;4855577;3336400;227973;790054;501150;0;0;124435;61555;62880;2678;960;1717;128
651;A043590;2013MM07;40125;5322568;3674591;267378;835820;544779;0;0;124515;60966;63549;2777;987;1790;133
652;A043590;2013MM08;40004;5333474;3631055;283518;854470;564431;0;0;128633;63710;64922;2768;964;1803;133
653;A043590;2013MM09;38274;4897174;3409623;211793;764189;511569;0;0;130631;65877;64754;2845;994;1851;128
655;A043590;2013MM10;38308;4745696;3304504;210432;711444;519316;0;0;135003;68489;66513;3209;1145;2064;124
656;A043590;2013MM11;32622;3772625;2552602;196108;562778;461137;0;0;140896;72738;68157;3371;1175;2196;116
657;A043590;2013MM12;31780;3783482;2464710;219303;612527;486942;0;0;134800;68215;66585;3821;1414;2408;119
659;A043590;2013JJ00;425565;52527699;35671436;2736059;8190571;5929633;0;0;1531086;774481;756606;34872;12224;22647;123
660;A043590;2014MM01;31392;3616552;2301528;219311;587706;508007;0;0;123059;64670;58389;2978;1031;1947;115
661;A043590;2014MM02;29450;3435592;2289187;202788;492916;450701;0;0;123387;62106;61281;2678;917;1761;117
662;A043590;2014MM03;34033;4076472;2744289;221023;602415;508745;0;0;146545;73704;72841;3011;1061;1950;120
664;A043590;2014MM04;36630;4560642;3168885;215390;662304;514063;0;0;134625;69484;65140;2934;1032;1902;125
665;A043590;2014MM05;39493;4987951;3537385;203071;749101;498394;0;0;139734;71618;68116;2943;1033;1910;126
666;A043590;2014MM06;38789;5032637;3539691;204434;787091;501421;0;0;134350;70663;63687;2847;1014;1833;130
668;A043590;2014MM07;41227;5455674;3853130;243902;807744;550898;0;0;136649;69426;67223;3090;1045;2045;132
669;A043590;2014MM08;41427;5618436;3902345;280881;844540;590670;0;0;136638;69675;66963;3147;1040;2107;136
670;A043590;2014MM09;39685;5185505;3650216;221658;795183;518448;0;0;136093;70821;65272;3073;1056;2017;131
672;A043590;2014MM10;39756;5023568;3546449;220687;739098;517334;0;0;145348;74037;71311;3382;1143;2238;126
673;A043590;2014MM11;33554;3972843;2719549;199762;585079;468453;0;0;142878;75618;67260;3432;1211;2222;118
674;A043590;2014MM12;32859;3974662;2650810;217387;624974;481491;0;0;133886;69502;64384;3964;1474;2491;121
676;A043590;2014JJ00;438295;54940534;37903464;2650294;8278151;6108625;0;0;1633192;841324;791867;37481;13058;24423;125
677;A043590;2015MM01;32032;3719441;2407878;215254;602564;493745;0;0;120267;63562;56705;3428;1136;2292;116
678;A043590;2015MM02;30607;3602644;2458211;193967;506992;443474;0;0;125978;65200;60779;2857;922;1935;118
679;A043590;2015MM03;34599;4194059;2870299;210779;622212;490769;0;0;139596;68309;71286;2899;968;1931;121
681;A043590;2015MM04;37602;4769994;3365931;209419;697454;497190;0;0;128842;66590;62252;2801;944;1857;127
682;A043590;2015MM05;41072;5380588;3880734;204011;801872;493971;0;0;137664;70230;67434;2667;973;1695;131
683;A043590;2015MM06;40066;5321300;3781882;200610;831330;507478;0;0;132218;65652;66566;2655;1005;1650;133
685;A043590;2015MM07;42494;5914428;4197398;247180;872530;597320;0;0;133762;66392;67370;2545;986;1559;139
686;A043590;2015MM08;42339;5937238;4150650;266886;893391;626311;0;0;137613;69553;68060;2456;934;1522;140
687;A043590;2015MM09;40558;5466239;3868276;216632;836065;545266;0;0;137612;69260;68352;2627;1002;1626;135
689;A043590;2015MM10;40241;5326372;3768179;217793;796260;544140;0;0;147194;74223;72971;2857;1116;1741;132
690;A043590;2015MM11;34454;4325395;3016712;203598;619611;485474;0;0;144722;75057;69664;2847;1106;1741;126
691;A043590;2015MM12;34609;4287593;2916811;212138;656486;502158;0;0;135283;69923;65359;3746;1385;2361;124
693;A043590;2015JJ00;450673;58245291;40682961;2598267;8736767;6227296;0;0;1620750;823952;796799;34385;12476;21909;129
694;A043590;2016MM01;33151;4108820;2745595;211744;634604;516877;0;0;125976;67219;58757;3145;1145;2000;124
695;A043590;2016MM02;32959;4095405;2880353;194933;550982;469137;0;0;122829;64706;58123;2558;961;1597;124
696;A043590;2016MM03;36903;4745869;3326928;214019;679550;525372;0;0;140199;73317;66882;3039;1021;2018;129
698;A043590;2016MM04;39780;5243473;3736412;195376;765587;546098;0;0;137607;71909;65699;2924;972;1951;132
699;A043590;2016MM05;43419;5732006;4195512;190193;820679;525622;0;0;134566;69891;64675;2728;869;1859;132
700;A043590;2016MM06;42418;5736839;4189124;177684;831150;538881;0;0;135528;68267;67261;2509;830;1679;135
702;A043590;2016MM07;45260;6370808;4578516;240360;903224;648708;0;0;139650;71481;68169;2434;790;1643;141
703;A043590;2016MM08;45703;6402126;4572032;257152;908028;664914;0;0;136263;69226;67038;2499;774;1725;140
704;A043590;2016MM09;43186;5866487;4217956;213970;848398;586163;0;0;140209;72238;67971;2404;767;1637;136
706;A043590;2016MM10;43389;5782773;4148178;218522;829436;586637;0;0;152932;78894;74038;2592;837;1755;133
707;A043590;2016MM11;36325;4694112;3286965;211548;657404;538195;0;0;146500;75640;70860;2619;870;1750;129
708;A043590;2016MM12;36371;4747645;3242654;225498;711129;568364;0;0;149419;77190;72229;2996;1048;1948;131
710;A043590;2016JJ00;478864;63526363;45120225;2550999;9140171;6714968;0;0;1661679;859976;801703;32447;10884;21564;133
711;A043590;2017MM01;35663;4559527;3060824;225715;684200;588788;0;0;135172;72252;62920;2450;816;1635;128
712;A043590;2017MM02;33400;4324272;3013325;203953;581488;525506;0;0;131539;67427;64112;2016;739;1277;129
713;A043590;2017MM03;39436;5161224;3625271;227072;720334;588547;0;0;153545;78730;74815;2394;822;1572;131
715;A043590;2017MM04;41873;5837225;4146176;222355;865902;602792;0;0;146344;74711;71633;2161;768;1393;139
716;A043590;2017MM05;45418;6207951;4502206;201717;912406;591622;0;0;151437;77512;73925;2185;766;1419;137
717;A043590;2017MM06;44011;6144775;4462101;191099;909338;582237;0;0;148765;75045;73720;2185;797;1388;140
719;A043590;2017MM07;46495;6729274;4863967;252660;952462;660185;0;0;148761;74584;74177;2196;771;1425;145
720;A043590;2017MM08;46863;6788668;4904378;265226;958942;660122;0;0;146666;74728;71938;1837;671;1167;145
721;A043590;2017MM09;44269;6258281;4527676;227513;889357;613735;0;0;150152;76401;73752;1733;536;1197;141
723;A043590;2017MM10;44849;6242908;4512232;246879;859618;624179;0;0;154584;79686;74899;2022;762;1261;139
724;A043590;2017MM11;37963;5170757;3643001;241642;708793;577321;0;0;145153;74052;71101;2168;733;1435;136
725;A043590;2017MM12;36499;4975525;3387426;251478;746677;589944;0;0;140239;72030;68209;2464;834;1630;136
727;A043590;2017JJ00;496739;68400387;48648583;2757309;9789517;7204978;0;0;1752357;897157;855200;25811;9015;16796;138
728;A043590;2018MM01;37113;4908989;3322876;253991;733448;598674;0;0;133215;69061;64154;2031;653;1378;132
729;A043590;2018MM02;35069;4741806;3316805;227227;641702;556072;0;0;132076;68446;63629;1586;557;1029;135
730;A043590;2018MM03;40059;5559456;3886460;257361;795271;620364;0;0;146249;72693;73557;1962;709;1253;139
732;A043590;2018MM04;41861;6016915;4247799;238004;903740;627372;0;0;137149;70018;67131;1804;654;1150;144
733;A043590;2018MM05;44742;6393936;4617220;217560;962691;596465;0;0;144688;73687;71001;1643;615;1029;143
734;A043590;2018MM06;43499;6377393;4552594;221629;991079;612091;0;0;143589;72259;71330;1658;615;1043;147
736;A043590;2018MM07;45551;6765004;4797829;264113;1031540;671522;0;0;144359;72072;72287;1642;622;1020;149
737;A043590;2018MM08;45713;6836668;4820950;279210;1044614;691894;0;0;146537;74119;72418;1674;605;1069;150
738;A043590;2018MM09;44198;6396940;4563606;240643;969446;623245;0;0;145595;74271;71324;1658;619;1039;145
740;A043590;2018MM10;45100;6402290;4562671;261075;942167;636377;0;0;153064;79120;73944;1831;686;1145;142
741;A043590;2018MM11;38382;5296943;3700208;244210;770229;582296;0;0;143974;73666;70309;1924;676;1248;138
742;A043590;2018MM12;38157;5260254;3590638;251163;816561;601892;0;0;137636;70569;67067;2073;740;1333;138
744;A043590;2018JJ00;499444;70956594;49979656;2956186;10602488;7418264;0;0;1708132;869980;838151;21486;7751;13736;142
745;A043590;2019MM01;37185;4996131;3373101;251099;771225;600706;0;0;122643;63750;58894;1615;560;1055;134
746;A043590;2019MM02;35195;4836332;3383286;222215;678346;552485;0;0;115797;57320;58476;1398;485;913;137
747;A043590;2019MM03;39785;5630314;3947789;242485;835790;604250;0;0;144773;72679;72094;1761;705;1056;142
749;A043590;2019MM04;41892;6104010;4314805;234673;936294;618238;0;0;126743;64164;62578;1747;707;1040;146
750;A043590;2019MM05;44706;6441473;4651471;209237;997494;583271;0;0;133648;65668;67980;1860;796;1064;144
751;A043590;2019MM06;43348;6502588;4652003;228331;1027668;594586;0;0;123888;61724;62164;1736;722;1014;150
753;A043590;2019MM07;44736;6724023;4758165;254773;1064565;646520;0;0;129143;63515;65628;1876;797;1078;150
754;A043590;2019MM08;45122;6810759;4804762;265412;1080202;660383;0;0;130581;65711;64871;1774;723;1051;151
755;A043590;2019MM09;44131;6493468;4649227;239167;998333;606741;0;0;136819;69627;67192;1747;735;1012;147
757;A043590;2019MM10;44502;6431122;4604704;248898;964346;613174;0;0;143579;73464;70115;1974;824;1149;145
758;A043590;2019MM11;37800;5323306;3717038;233782;795614;576872;0;0;136256;69561;66695;2133;883;1250;141
759;A043590;2019MM12;38425;5386203;3698397;242028;855812;589966;0;0;126376;64415;61961;2338;958;1381;140
761;A043590;2019JJ00;496827;71679729;50554748;2872100;11005689;7247192;0;0;1570246;791598;778648;21959;8895;13064;144
762;A043590;2020MM01;37567;5074773;3452707;243533;787734;590799;0;0;113080;60639;52441;1908;777;1131;135
763;A043590;2020MM02;34979;4719769;3330655;229851;712192;447071;0;0;116293;56776;59517;1491;602;890;135
764;A043590;2020MM03;25155;2476372;1641935;145163;436831;252443;0;0;120481;61717;58764;1167;511;656;98
766;A043590;2020MM04;4236;126015;67687;2875;30099;24851;503;0;93255;48036;45219;382;91;290;30
767;A043590;2020MM05;5873;207827;131546;3741;42055;30485;0;0;104745;57739;47005;542;161;381;35
768;A043590;2020MM06;8108;471410;338245;7540;74685;50940;0;0;108164;56267;51897;855;313;542;58
770;A043590;2020MM07;15702;1338857;1114398;21975;124208;78276;0;0;119634;62053;57581;1083;403;681;85
771;A043590;2020MM08;23125;1854786;1608511;24178;147032;75065;0;0;119975;63088;56887;1283;461;822;80
772;A043590;2020MM09;22162;1337741;1102721;29625;132894;72501;0;0;124491;65318;59173;1251;522;729;60
774;A043590;2020MM10;19614;1143483;874489;46151;146461;76382;0;0;140140;74472;65668;1521;651;871;58
775;A043590;2020MM11;14858;900434;629150;45128;154035;72121;0;0;145474;77184;68289;1511;696;815;61
776;A043590;2020MM12;15896;1233043;836069;79232;227504;90238;0;0;135866;71116;64751;1837;923;913;78
778;A043590;2020JJ00;227275;20884510;15128113;878992;3015730;1861172;503;0;1441597;754406;687191;14831;6110;8722;92
779;A043590;2021MM01;14666;869129;553464;63849;174464;77352;0;0;133222;72074;61148;1403;692;711;59
780;A043590;2021MM02;10655;505194;327631;35977;88342;53244;0;0;125137;67370;57766;1109;563;546;47
781;A043590;2021MM03;12217;660176;430955;36634;123707;68880;0;0;153206;80424;72782;1379;732;647;54
783;A043590;2021MM04;13720;786652;536128;42789;128293;79442;0;0;141132;72702;68431;1258;650;608;57
784;A043590;2021MM05;15576;1106740;804575;49758;169040;83367;0;0;147017;78021;68997;1223;633;590;71
785;A043590;2021MM06;19195;1678265;1231479;77058;269639;100089;0;0;137956;71334;66622;1128;581;547;87
787;A043590;2021MM07;29141;3029951;2303289;138555;442554;145553;0;0;130664;63698;66966;978;484;494;104
788;A043590;2021MM08;31847;3786973;2939403;156726;522054;168790;0;0;130844;68453;62392;1049;538;511;119
789;A043590;2021MM09;30019;3370205;2677291;118090;435718;139106;0;0;133245;68358;64886;1002;534;468;112
791;A043590;2021MM10;31324;3745991;2978808;118666;475162;173355;0;0;149383;77326;72057;1040;579;461;120
792;A043590;2021MM11;28371;3095823;2273366;116795;518786;186876;0;0;143831;75894;67936;943;495;447;109
793;A043590;2021MM12;30225;2855711;1924693;122891;593224;214903;0;0;141667;73587;68080;1038;603;435;94
795;A043590;2021JJ00;266956;25490810;18981082;1077788;3940983;1490957;0;0;1667304;869241;798063;13550;7085;6465;95
796;A043590;2022MM01;26231;2488083;1664713;123579;522154;177637;0;0;122553;65572;56981;827;440;387;95
797;A043590;2022MM02;24129;2660676;1905321;120084;455413;179858;0;0;118274;60095;58179;824;445;378;110
798;A043590;2022MM03;30382;3732048;2706725;150522;632949;241852;0;0;128198;62861;65337;819;452;366;123
800;A043590;2022MM04;33421;4434587;3252399;160086;766641;255461;0;0;116895;58694;58201;688;375;313;133
801;A043590;2022MM05;38419;5217035;3891004;168827;861886;295318;0;0;119478;58583;60895;685;349;336;136
802;A043590;2022MM06;36919;5232630;3807896;181674;938211;304849;0;0;116274;58572;57702;667;340;327;142
804;A043590;2022MM07;36000;5179725;3615230;205667;999352;359476;0;0;120131;60611;59521;584;303;280;144
805;A043590;2022MM08;37730;5327361;3743746;226753;988004;368858;0;0;116876;58086;58790;549;305;244;141
806;A043596;1997JJ00;22077;469487;457478;0;0;0;0;12009;2032;1263;769;       .;       .;       .;21
807;A043596;1998JJ00;21409;542900;527607;0;0;0;0;15293;2531;1824;707;       .;       .;       .;25
808;A043596;1999MM01;1586;35454;34822;0;0;0;0;632;119;79;40;       .;       .;       .;22
809;A043596;1999MM02;1570;39278;38173;0;0;0;0;1105;128;125;3;       .;       .;       .;25
810;A043596;1999MM03;1875;40121;38543;0;0;0;0;1578;343;319;24;       .;       .;       .;21
812;A043596;1999MM04;1732;39909;39414;0;0;0;0;495;119;106;13;       .;       .;       .;23
813;A043596;1999MM05;1918;64967;64394;0;0;0;0;573;196;185;11;       .;       .;       .;34
814;A043596;1999MM06;2050;57489;56847;0;0;0;0;642;219;178;41;       .;       .;       .;28
816;A043596;1999MM07;1876;64185;61346;0;0;0;0;2839;96;52;44;       .;       .;       .;34
817;A043596;1999MM08;1962;64680;60142;0;0;0;0;4538;42;23;19;       .;       .;       .;33
818;A043596;1999MM09;2135;63346;62433;0;0;0;0;913;30;19;11;       .;       .;       .;30
820;A043596;1999MM10;2099;62131;61325;0;0;0;0;806;134;89;45;       .;       .;       .;30
821;A043596;1999MM11;1896;41733;40262;0;0;0;0;1471;110;87;23;       .;       .;       .;22
822;A043596;1999MM12;1606;33874;33407;0;0;0;0;467;67;38;29;       .;       .;       .;21
824;A043596;1999JJ00;22305;607167;591108;0;0;0;0;16059;1602;1303;299;       .;       .;       .;27
825;A043596;2000MM01;1803;35006;34095;626;0;285;0;0;47;35;12;       .;       .;       .;19
826;A043596;2000MM02;1842;38721;37819;764;0;138;0;0;64;53;11;       .;       .;       .;21
827;A043596;2000MM03;2075;46757;45595;1162;0;0;0;0;100;79;21;       .;       .;       .;23
829;A043596;2000MM04;2085;52305;51581;703;0;21;0;0;114;98;16;       .;       .;       .;25
830;A043596;2000MM05;2398;74601;74580;0;0;21;0;0;54;21;33;       .;       .;       .;31
831;A043596;2000MM06;2419;79429;78913;516;0;0;0;0;127;72;55;       .;       .;       .;33
833;A043596;2000MM07;2215;77105;70717;6388;0;0;0;0;32;16;16;       .;       .;       .;35
834;A043596;2000MM08;2117;71070;64542;6528;0;0;0;0;32;14;18;       .;       .;       .;34
835;A043596;2000MM09;2187;76253;74898;1180;88;87;0;0;101;19;82;       .;       .;       .;35
837;A043596;2000MM10;2256;69313;69313;0;0;0;0;0;23;15;8;       .;       .;       .;31
838;A043596;2000MM11;1920;42773;42773;0;0;0;0;0;52;44;8;       .;       .;       .;22
839;A043596;2000MM12;1489;33279;33279;0;0;0;0;0;36;33;3;       .;       .;       .;22
841;A043596;2000JJ00;24806;696612;678105;17867;88;552;0;0;782;499;283;       .;       .;       .;28
842;A043596;2001MM01;1795;34865;34865;0;0;0;0;0;79;60;19;       .;       .;       .;19
843;A043596;2001MM02;1614;34790;34790;0;0;0;0;0;62;45;18;       .;       .;       .;22
844;A043596;2001MM03;1879;42902;42862;40;0;0;0;0;47;28;19;       .;       .;       .;23
846;A043596;2001MM04;1428;56380;56210;40;0;130;0;0;24;17;8;       .;       .;       .;39
847;A043596;2001MM05;1723;81744;81500;0;0;244;0;0;54;30;24;       .;       .;       .;47
848;A043596;2001MM06;1800;76968;76050;748;0;170;0;0;35;26;9;       .;       .;       .;43
850;A043596;2001MM07;1891;93388;86580;6559;0;249;0;0;33;31;2;       .;       .;       .;49
851;A043596;2001MM08;1954;101666;91086;10286;0;294;0;0;92;88;4;       .;       .;       .;52
852;A043596;2001MM09;1852;84783;80756;3084;0;943;0;0;63;53;10;       .;       .;       .;46
854;A043596;2001MM10;1804;75952;75488;0;0;464;0;0;57;51;5;       .;       .;       .;42
855;A043596;2001MM11;1221;36609;36438;0;0;171;0;0;16;0;15;       .;       .;       .;30
856;A043596;2001MM12;972;27780;27780;0;0;0;0;0;1;1;1;       .;       .;       .;29
858;A043596;2001JJ00;19933;747827;724405;20757;0;2665;0;0;563;429;134;       .;       .;       .;38
859;A043596;2002MM01;1306;32355;32197;158;0;0;0;0;55;6;49;       .;       .;       .;25
860;A043596;2002MM02;1255;35280;35280;0;0;0;0;0;7;0;6;       .;       .;       .;28
861;A043596;2002MM03;1406;42660;42660;0;0;0;0;0;27;17;10;       .;       .;       .;30
863;A043596;2002MM04;1427;47908;47908;0;0;0;0;0;18;18;0;       .;       .;       .;34
864;A043596;2002MM05;1677;66776;66736;0;40;0;0;0;9;2;7;       .;       .;       .;40
865;A043596;2002MM06;1645;60879;60151;660;68;0;0;0;14;0;14;       .;       .;       .;37
867;A043596;2002MM07;1642;66950;63083;3867;0;0;0;0;20;2;17;       .;       .;       .;41
868;A043596;2002MM08;1639;66630;61353;5277;0;0;0;0;2;0;1;       .;       .;       .;41
869;A043596;2002MM09;1707;63603;62848;755;0;0;0;0;4;3;1;       .;       .;       .;37
871;A043596;2002MM10;1707;58900;58900;0;0;0;0;0;68;6;62;       .;       .;       .;35
872;A043596;2002MM11;1437;38518;38485;0;0;33;0;0;44;6;37;       .;       .;       .;27
873;A043596;2002MM12;1143;31562;31562;0;0;0;0;0;18;7;11;       .;       .;       .;28
875;A043596;2002JJ00;17991;612021;601163;10717;108;33;0;0;285;68;217;       .;       .;       .;34
876;A043596;2003MM01;1010;30951;30951;0;0;0;0;0;9;7;2;0;0;0;31
877;A043596;2003MM02;1058;35045;35045;0;0;0;0;0;5;5;0;0;0;0;33
878;A043596;2003MM03;1163;38499;38499;0;0;0;0;0;27;22;6;0;0;0;33
880;A043596;2003MM04;1154;45034;45034;0;0;0;0;0;6;6;0;0;0;0;39
881;A043596;2003MM05;1447;66908;66908;0;0;0;0;0;21;14;7;1;0;1;46
882;A043596;2003MM06;1355;63270;63270;0;0;0;0;0;16;16;0;0;0;0;47
884;A043596;2003MM07;1429;71569;68236;3333;0;0;0;0;14;13;1;0;0;0;50
885;A043596;2003MM08;1268;64823;61258;3565;0;0;0;0;23;5;18;0;0;0;51
886;A043596;2003MM09;1459;63448;63216;232;0;0;0;0;73;16;57;0;0;0;43
888;A043596;2003MM10;1223;60453;60453;0;0;0;0;0;29;16;13;0;0;0;49
889;A043596;2003MM11;1036;40759;40759;0;0;0;0;0;0;0;0;0;0;0;39
890;A043596;2003MM12;856;36064;35825;239;0;0;0;0;7;2;5;0;0;0;42
892;A043596;2003JJ00;14458;616823;609454;7369;0;0;0;0;229;121;109;1;0;1;43
893;A043596;2004MM01;945;36511;36511;0;0;0;0;0;0;0;0;0;0;0;39
894;A043596;2004MM02;1090;40400;40356;44;0;0;0;0;0;0;0;0;0;0;37
895;A043596;2004MM03;1435;62096;61946;150;0;0;0;0;13;0;13;0;0;0;43
897;A043596;2004MM04;1524;97008;96988;0;20;0;0;0;0;0;0;0;0;0;64
898;A043596;2004MM05;1658;114942;114942;0;0;0;0;0;25;0;25;0;0;0;69
899;A043596;2004MM06;1907;111210;111210;0;0;0;0;0;0;0;0;0;0;0;58
901;A043596;2004MM07;1730;124052;124052;0;0;0;0;0;0;0;0;0;0;0;72
902;A043596;2004MM08;1661;121751;121748;0;3;0;0;0;0;0;0;0;0;0;73
903;A043596;2004MM09;1762;111949;111872;50;27;0;0;0;0;0;0;0;0;0;64
905;A043596;2004MM10;1755;115922;115872;50;0;0;0;0;4;2;2;0;0;0;66
906;A043596;2004MM11;1499;82476;82075;401;0;0;0;0;0;0;0;0;0;0;55
907;A043596;2004MM12;1313;78197;78157;40;0;0;0;0;0;0;0;0;0;0;60
909;A043596;2004JJ00;18279;1096514;1095729;735;50;0;0;0;43;3;40;0;0;0;60
910;A043596;2005MM01;1342;72452;71805;647;0;0;0;0;0;0;0;0;0;0;54
911;A043596;2005MM02;1444;73154;73108;45;1;0;0;0;2;0;2;0;0;0;51
912;A043596;2005MM03;1633;86574;85041;262;977;294;0;0;1;1;0;0;0;0;53
914;A043596;2005MM04;1541;86409;86409;0;0;0;0;0;1;0;1;0;0;0;56
915;A043596;2005MM05;1601;101831;101831;0;0;0;0;0;0;0;0;0;0;0;64
916;A043596;2005MM06;1714;102993;102993;0;0;0;0;0;0;0;0;0;0;0;60
918;A043596;2005MM07;1628;110488;110488;0;0;0;0;0;0;0;0;0;0;0;68
919;A043596;2005MM08;1468;96942;96942;0;0;0;0;0;0;0;0;0;0;0;66
920;A043596;2005MM09;1455;78659;78659;0;0;0;0;0;6;5;1;0;0;0;54
922;A043596;2005MM10;1342;74208;74193;15;0;0;0;0;5;5;0;0;0;0;55
923;A043596;2005MM11;1365;68344;67888;0;456;0;0;0;0;0;0;0;0;0;50
924;A043596;2005MM12;1099;58896;58896;0;0;0;0;0;2;1;0;0;0;0;54
926;A043596;2005JJ00;17632;1010950;1008253;969;1434;294;0;0;17;12;4;0;0;0;57
927;A043596;2006MM01;1266;59245;59245;0;0;0;0;0;0;0;0;0;0;0;47
928;A043596;2006MM02;1441;65936;65803;0;0;133;0;0;6;5;1;0;0;0;46
929;A043596;2006MM03;1601;77003;76990;0;0;13;0;0;2;2;0;0;0;0;48
931;A043596;2006MM04;1491;81270;81270;0;0;0;0;0;1;0;1;0;0;0;55
932;A043596;2006MM05;1680;109259;109259;0;0;0;0;0;2;0;2;0;0;0;65
933;A043596;2006MM06;1795;104614;104614;0;0;0;0;0;2;1;1;0;0;0;58
935;A043596;2006MM07;1548;108013;108013;0;0;0;0;0;1;0;1;0;0;0;70
936;A043596;2006MM08;1475;101757;101757;0;0;0;0;0;0;0;0;0;0;0;69
937;A043596;2006MM09;1659;107184;107184;0;0;0;0;0;1;0;1;0;0;0;65
939;A043596;2006MM10;1599;99344;99344;0;0;0;0;0;0;0;0;0;0;0;62
940;A043596;2006MM11;1474;65245;65245;0;0;0;0;0;0;0;0;0;0;0;44
941;A043596;2006MM12;1247;59101;59101;0;0;0;0;0;0;0;0;0;0;0;47
943;A043596;2006JJ00;18276;1037971;1037825;0;0;146;0;0;15;8;6;0;0;0;57
944;A043596;2007MM01;1396;62559;62549;10;0;0;0;0;1;0;1;0;0;0;45
945;A043596;2007MM02;1455;65654;65626;28;0;0;0;0;0;0;0;0;0;0;45
946;A043596;2007MM03;1594;80082;80082;0;0;0;0;0;1;0;1;0;0;0;50
948;A043596;2007MM04;1498;82050;82050;0;0;0;0;0;0;0;0;0;0;0;55
949;A043596;2007MM05;1708;112235;112235;0;0;0;0;0;2;0;2;0;0;0;66
950;A043596;2007MM06;1679;104900;104900;0;0;0;0;0;0;0;0;0;0;0;62
952;A043596;2007MM07;1641;109236;109236;0;0;0;0;0;0;0;0;0;0;0;67
953;A043596;2007MM08;1561;105835;105835;0;0;0;0;0;0;0;0;0;0;0;68
954;A043596;2007MM09;1685;107548;107548;0;0;0;0;0;13;0;13;0;0;0;64
956;A043596;2007MM10;1667;102419;102419;0;0;0;0;0;0;0;0;0;0;0;61
957;A043596;2007MM11;1458;66496;66402;94;0;0;0;0;0;0;0;0;0;0;46
958;A043596;2007MM12;1213;61030;61030;0;0;0;0;0;0;0;0;0;0;0;50
960;A043596;2007JJ00;18555;1060044;1059912;132;0;0;0;0;18;0;17;0;0;0;57
961;A043596;2008MM01;1383;67319;67319;0;0;0;0;0;0;0;0;0;0;0;49
962;A043596;2008MM02;1427;67179;67179;0;0;0;0;0;1;0;1;0;0;0;47
963;A043596;2008MM03;1574;82743;82643;100;0;0;0;0;0;0;0;0;0;0;53
965;A043596;2008MM04;1595;78914;78825;0;89;0;0;0;1;0;1;0;0;0;49
966;A043596;2008MM05;1497;95425;95425;0;0;0;0;0;0;0;0;0;0;0;64
967;A043596;2008MM06;1708;100881;100881;0;0;0;0;0;0;0;0;0;0;0;59
969;A043596;2008MM07;1595;104303;104303;0;0;0;0;0;0;0;0;0;0;0;65
970;A043596;2008MM08;1438;98795;98795;0;0;0;0;0;13;0;13;0;0;0;69
971;A043596;2008MM09;1609;98568;98568;0;0;0;0;0;0;0;0;0;0;0;61
973;A043596;2008MM10;1503;87323;87323;0;0;0;0;0;0;0;0;0;0;0;58
974;A043596;2008MM11;1063;50467;50467;0;0;0;0;0;0;0;0;0;0;0;47
975;A043596;2008MM12;1055;54872;54872;0;0;0;0;0;0;0;0;0;0;0;52
977;A043596;2008JJ00;17447;986789;986600;100;89;0;0;0;15;0;15;0;0;0;57
978;A043596;2009MM01;1245;62337;62337;0;0;0;0;0;0;0;0;0;0;0;50
979;A043596;2009MM02;1221;65242;65241;0;1;0;0;0;0;0;0;0;0;0;53
980;A043596;2009MM03;1264;71683;71683;0;0;0;0;0;0;0;0;0;0;0;57
982;A043596;2009MM04;1229;66876;66676;200;0;0;0;0;1;0;1;0;0;0;54
983;A043596;2009MM05;1428;91441;91232;0;209;0;0;0;0;0;0;0;0;0;64
984;A043596;2009MM06;1460;90848;90848;0;0;0;0;0;0;0;0;0;0;0;62
986;A043596;2009MM07;1426;96901;96901;0;0;0;0;0;1;0;1;0;0;0;68
987;A043596;2009MM08;1247;96528;96528;0;0;0;0;0;0;0;0;0;0;0;77
988;A043596;2009MM09;1358;92751;92751;0;0;0;0;0;1;0;1;0;0;0;68
990;A043596;2009MM10;1375;85598;85515;83;0;0;0;0;0;0;0;0;0;0;62
